date,symbol,final_alpha_score,confidence,quality_score,growth_score,alt_momentum_score,peer_relative_score,value_score,expected_kpi_surprise,expected_stock_reaction,strongest_drivers,historical_backtest,why_now,why_risky
2026-04-02,FIX,0.6679,0.913,0.766,0.359,1.000,1.000,0.200,193.45%,Likely positive post-earnings drift,alt_momentum(1.00); peer_relative(1.00); proxy_inferred(1.00),Insufficient historical setups (need outcomes + historical alt data).,Alpha rank 1 with strong factor mix (alt_momentum(1.00); peer_relative(1.00); proxy_inferred(1.00)),Thin FCF margin
2026-04-02,LRCX,0.5119,0.831,0.609,0.123,0.622,0.622,0.400,67.24%,Likely positive post-earnings drift,pead(1.00); alt_momentum(0.62); peer_relative(0.62),"n=1, hit_rate=100.00%, avg_5d=12.08%, similar5_avg_5d=12.08%",Alpha rank 2 with strong factor mix (pead(1.00); alt_momentum(0.62); peer_relative(0.62)),No major metric flags
2026-04-02,NVDA,0.4894,0.640,0.887,1.000,0.000,0.000,0.300,0.00%,Mixed / neutral expected reaction,growth(1.00); quality(0.89); value(0.30),No setup history in nowcast output,Alpha rank 3 with strong factor mix (growth(1.00); quality(0.89); value(0.30)),No major metric flags
2026-04-02,INCY,0.4604,0.884,0.631,0.116,0.511,0.511,1.000,39.49%,Likely positive post-earnings drift,value(1.00); quality(0.63); alt_momentum(0.51),"n=1, hit_rate=0.00%, avg_5d=-3.66%, similar5_avg_5d=-3.66%",Alpha rank 4 with strong factor mix (value(1.00); quality(0.63); alt_momentum(0.51)),No major metric flags
2026-04-02,NEM,0.4362,0.854,0.314,0.450,0.556,0.556,0.620,47.72%,Likely positive post-earnings drift,value(0.62); alt_momentum(0.56); peer_relative(0.56),Insufficient historical setups (need outcomes + historical alt data).,Alpha rank 5 with strong factor mix (value(0.62); alt_momentum(0.56); peer_relative(0.56)),No major metric flags
