ticker,report_date,realized_return_5d,simulated_return_hold,benchmark_return_hold,champion_score,champion_selected,challenger_score,challenger_selected
APP,2023-03-01,0.0700,0.3108,0.0674,0.3188,false,0.3848,false
APP,2023-05-10,0.0500,0.2155,0.0764,0.3188,false,0.3848,false
APP,2023-08-09,0.0400,0.1699,0.0186,0.3188,false,0.3848,false
APP,2023-11-08,0.0900,0.4116,0.0463,0.3188,false,0.3848,false
APP,2024-02-14,0.0800,0.3605,0.0065,0.3188,false,0.3848,false
APP,2024-05-08,0.0600,0.2625,0.0446,0.3188,false,0.3848,false
APP,2024-08-07,0.0200,0.0824,0.0966,0.3188,false,0.3848,false
APP,2024-11-06,0.0700,0.3108,0.0074,0.3188,false,0.3848,false
APP,2025-02-12,0.0500,0.2155,-0.0620,0.3188,false,0.3848,false
APP,2025-05-07,0.0400,0.1699,0.0785,0.3188,false,0.3848,false
APP,2025-08-06,0.0100,0.0406,0.0093,0.3188,false,0.3848,false
APP,2025-11-05,0.0500,0.2155,-0.0231,0.3188,false,0.3848,false
ANET,2023-02-13,0.0500,0.2155,-0.0147,0.3639,false,0.4351,false
ANET,2023-05-01,0.0300,0.1255,0.0480,0.3639,false,0.4351,false
ANET,2023-07-31,0.0200,0.0824,-0.0516,0.3639,false,0.4351,false
ANET,2023-11-06,0.0400,0.1699,0.0541,0.3639,false,0.4351,false
ANET,2024-02-12,0.0300,0.1255,0.0199,0.3639,false,0.4351,false
ANET,2024-05-07,0.0200,0.0824,0.0440,0.3639,false,0.4351,false
ANET,2024-07-30,0.0100,0.0406,0.0519,0.3639,false,0.4351,false
ANET,2024-11-05,0.0300,0.1255,0.0292,0.3639,false,0.4351,false
ANET,2025-02-11,0.0200,0.0824,-0.0586,0.3639,false,0.4351,false
ANET,2025-05-07,0.0100,0.0406,0.0785,0.3639,false,0.4351,false
ANET,2025-08-05,-0.0100,-0.0394,0.0179,0.3639,false,0.4351,false
ANET,2025-11-04,0.0200,0.0824,-0.0228,0.3639,false,0.4351,false
IBKR,2023-01-18,0.0100,0.0406,0.1152,0.8164,true,0.7368,true
IBKR,2023-04-18,0.0300,0.1255,0.0151,0.8164,true,0.7368,true
IBKR,2023-07-18,0.0200,0.0824,-0.0274,0.8164,true,0.7368,true
IBKR,2023-10-17,0.0300,0.1255,0.0027,0.8164,true,0.7368,true
IBKR,2024-01-16,0.0100,0.0406,0.0462,0.8164,true,0.7368,true
IBKR,2024-04-16,0.0200,0.0824,0.0212,0.8164,true,0.7368,true
IBKR,2024-07-16,0.0000,0.0000,-0.1228,0.8164,true,0.7368,true
IBKR,2024-10-15,0.0100,0.0406,-0.0099,0.8164,true,0.7368,true
IBKR,2025-01-21,0.0200,0.0824,0.0085,0.8164,true,0.7368,true
IBKR,2025-04-16,0.0000,0.0000,0.0838,0.8164,true,0.7368,true
IBKR,2025-07-17,0.0100,0.0406,0.0098,0.8164,true,0.7368,true
IBKR,2025-10-15,0.0100,0.0406,0.0283,0.8164,true,0.7368,true
NEM,2023-02-23,-0.0100,-0.0394,0.0071,0.2806,false,0.3415,false
NEM,2023-04-27,0.0000,0.0000,0.0336,0.2806,false,0.3415,false
NEM,2023-07-20,0.0200,0.0824,-0.0235,0.2806,false,0.3415,false
NEM,2023-10-26,-0.0300,-0.1147,0.1221,0.2806,false,0.3415,false
NEM,2024-02-22,0.0400,0.1699,0.0050,0.2806,false,0.3415,false
NEM,2024-04-25,0.0200,0.0824,0.0670,0.2806,false,0.3415,false
NEM,2024-07-25,-0.0100,-0.0394,0.0097,0.2806,false,0.3415,false
NEM,2024-10-24,0.0100,0.0406,0.0405,0.2806,false,0.3415,false
NEM,2025-02-20,0.0300,0.1255,-0.1123,0.2806,false,0.3415,false
NEM,2025-04-24,0.0100,0.0406,0.1098,0.2806,false,0.3415,false
NEM,2025-07-24,0.0000,0.0000,0.0271,0.2806,false,0.3415,false
NEM,2025-10-23,0.0200,0.0824,0.0172,0.2806,false,0.3415,false
FIX,2023-02-21,0.0300,0.1255,-0.0114,0.2578,false,0.3015,false
FIX,2023-05-02,0.0400,0.1699,0.0572,0.2578,false,0.3015,false
FIX,2023-08-01,0.0200,0.0824,-0.0493,0.2578,false,0.3015,false
FIX,2023-10-31,0.0300,0.1255,0.1136,0.2578,false,0.3015,false
FIX,2024-02-20,0.0300,0.1255,0.0236,0.2578,false,0.3015,false
FIX,2024-04-30,0.0200,0.0824,0.0714,0.2578,false,0.3015,false
FIX,2024-07-30,0.0000,0.0000,0.0519,0.2578,false,0.3015,false
FIX,2024-10-29,0.0100,0.0406,-0.0003,0.2578,false,0.3015,false
FIX,2025-02-18,0.0200,0.0824,-0.1236,0.2578,false,0.3015,false
FIX,2025-04-29,0.0100,0.0406,0.0977,0.2578,false,0.3015,false
FIX,2025-07-29,-0.0100,-0.0394,0.0174,0.2578,false,0.3015,false
FIX,2025-10-28,0.0100,0.0406,-0.0462,0.2578,false,0.3015,false
TTD,2023-02-15,0.0300,0.1255,-0.0413,0.1650,false,0.1923,false
TTD,2023-05-10,0.0100,0.0406,0.0764,0.1650,false,0.1923,false
TTD,2023-08-09,-0.0100,-0.0394,0.0186,0.1650,false,0.1923,false
TTD,2023-11-09,0.0400,0.1699,0.0533,0.1650,false,0.1923,false
TTD,2024-02-15,0.0300,0.1255,0.0099,0.1650,false,0.1923,false
TTD,2024-05-09,0.0200,0.0824,0.0350,0.1650,false,0.1923,false
TTD,2024-08-08,0.0000,0.0000,0.0520,0.1650,false,0.1923,false
TTD,2024-11-07,0.0200,0.0824,-0.0160,0.1650,false,0.1923,false
TTD,2025-02-13,0.0100,0.0406,-0.0632,0.1650,false,0.1923,false
TTD,2025-05-08,-0.0100,-0.0394,0.0627,0.1650,false,0.1923,false
TTD,2025-08-07,0.0000,0.0000,0.0075,0.1650,false,0.1923,false
TTD,2025-11-06,0.0100,0.0406,0.0043,0.1650,false,0.1923,false
