ticker,report_date,realized_return_5d,simulated_return_hold,benchmark_return_hold,champion_score,champion_selected,challenger_score,challenger_selected
PTC,2025-09-30,-0.0037,-0.0149,0.0186,0.1479,false,0.1246,false
PTC,2025-11-04,-0.0731,-0.2617,-0.0228,0.1479,false,0.1246,false
PTC,2025-12-31,-0.0037,-0.0146,-0.0102,0.1479,false,0.1246,false
PTC,2026-02-04,0.0281,0.1174,0.0035,0.1479,false,0.1246,false
QCOM,2025-03-31,-0.1555,-0.4914,-0.0764,0.2434,false,0.2034,false
QCOM,2025-05-05,0.0909,0.4164,0.0726,0.2434,false,0.2034,false
QCOM,2025-06-30,0.0012,0.0048,0.0227,0.2434,false,0.2034,false
QCOM,2025-08-04,0.0031,0.0125,0.0110,0.2434,false,0.2034,false
QCOM,2025-09-30,-0.0054,-0.0215,0.0186,0.2434,false,0.2034,false
QCOM,2025-11-04,0.0066,0.0266,-0.0228,0.2434,false,0.2034,false
QCOM,2025-12-31,0.0633,0.2781,-0.0102,0.2434,false,0.2034,false
QCOM,2026-02-04,-0.0527,-0.1948,0.0035,0.2434,false,0.2034,false
RMD,2025-03-31,-0.0485,-0.1802,-0.0764,0.2728,false,0.2168,false
RMD,2025-06-30,-0.0055,-0.0217,0.0227,0.2728,false,0.2168,false
RMD,2025-09-30,0.0349,0.1470,0.0186,0.2728,false,0.2168,false
RMD,2025-12-31,0.0417,0.1776,-0.0102,0.2728,false,0.2168,false
ROP,2025-03-31,-0.0955,-0.3306,-0.0764,0.2855,false,0.3641,false
ROP,2025-06-30,-0.0025,-0.0100,0.0227,0.2855,false,0.3641,false
ROP,2025-09-30,0.0255,0.1061,0.0186,0.2855,false,0.3641,false
ROP,2025-12-31,-0.0219,-0.0849,-0.0102,0.2855,false,0.3641,false
SCHW,2025-03-31,-0.1053,-0.3591,-0.0764,0.2292,false,0.1904,false
SCHW,2025-06-30,0.0078,0.0315,0.0227,0.2292,false,0.1904,false
SCHW,2025-09-30,-0.0153,-0.0598,0.0186,0.2292,false,0.1904,false
SCHW,2025-12-31,0.0143,0.0585,-0.0102,0.2292,false,0.1904,false
TKO,2025-03-31,-0.0761,-0.2714,-0.0764,-0.0246,false,-0.0603,false
TKO,2025-06-30,-0.0494,-0.1833,0.0227,-0.0246,false,-0.0603,false
TKO,2025-09-30,-0.0198,-0.0769,0.0186,-0.0246,false,-0.0603,false
TKO,2025-12-31,-0.0331,-0.1258,-0.0102,-0.0246,false,-0.0603,false
TTD,2023-02-15,0.0300,0.1255,-0.0413,0.2141,false,0.1985,false
TTD,2023-05-10,0.0100,0.0406,0.0764,0.2141,false,0.1985,false
TTD,2023-08-09,-0.0100,-0.0394,0.0186,0.2141,false,0.1985,false
TTD,2023-11-09,0.0400,0.1699,0.0533,0.2141,false,0.1985,false
TTD,2024-02-15,0.0300,0.1255,0.0099,0.2141,false,0.1985,false
TTD,2024-05-09,0.0200,0.0824,0.0350,0.2141,false,0.1985,false
TTD,2024-08-08,0.0000,0.0000,0.0520,0.2141,false,0.1985,false
TTD,2024-11-07,0.0200,0.0824,-0.0160,0.2141,false,0.1985,false
TTD,2025-02-13,0.0100,0.0406,-0.0632,0.2141,false,0.1985,false
TTD,2025-05-08,-0.0100,-0.0394,0.0627,0.2141,false,0.1985,false
TTD,2025-08-07,0.0000,0.0000,0.0075,0.2141,false,0.1985,false
TTD,2025-11-06,0.0100,0.0406,0.0043,0.2141,false,0.1985,false
UBER,2025-03-31,-0.0991,-0.3413,-0.0764,0.2834,false,0.2250,false
UBER,2025-06-30,0.0448,0.1916,0.0227,0.2834,false,0.2250,false
UBER,2025-09-30,-0.0017,-0.0069,0.0186,0.2834,false,0.2250,false
UBER,2025-12-31,0.0720,0.3204,-0.0102,0.2834,false,0.2250,false
UHS,2025-03-31,-0.0864,-0.3033,-0.0764,0.1093,false,0.0612,false
UHS,2025-06-30,0.0061,0.0245,0.0227,0.1093,false,0.0612,false
UHS,2025-09-30,0.0257,0.1070,0.0186,0.1093,false,0.0612,false
UHS,2025-12-31,-0.0316,-0.1204,-0.0102,0.1093,false,0.0612,false
WSM,2025-06-30,0.0357,0.1508,0.0227,0.2569,false,0.2014,false
WSM,2025-09-30,-0.0327,-0.1245,0.0186,0.2569,false,0.2014,false
WSM,2025-12-31,0.1076,0.5051,-0.0102,0.2569,false,0.2014,false
XYZ,2025-03-31,-0.0710,-0.2553,-0.0764,0.1585,false,0.1069,false
XYZ,2025-06-30,-0.0013,-0.0053,0.0227,0.1585,false,0.1069,false
XYZ,2025-09-30,0.0934,0.4293,0.0186,0.1585,false,0.1069,false
XYZ,2025-12-31,0.0779,0.3499,-0.0102,0.1585,false,0.1069,false
