symbol,preselection_score,passed_filters,core_coverage,quality_score,valuation_score,revenue_cagr_3y,fcf_cagr_3y,roic,fcf_margin,debt_to_ebitda,asset_turnover,sector,industry,valuation_method,valuation_context,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_sales,enterprise_to_ebitda,enterprise_to_revenue,fcf_yield,missing_flags
IVZ,52.239617,false,5,22.372950,0.822222,0.017768,0.413447,-0.027431,0.225965,-18.126158,0.235369,FINANCIAL SERVICES,"ASSET MANAGEMENT",financial_multiples,"industry:ASSET MANAGEMENT",10333163520,14811862016,,7.677752,1.620355,11.572000,2.323000,0.139454,""
EPAM,51.865991,false,5,22.265991,0.800000,0.041908,0.170073,0.153847,0.112275,0.209455,1.113200,TECHNOLOGY,"INFORMATION TECHNOLOGY SERVICES",enterprise_multiples,"industry:INFORMATION TECHNOLOGY SERVICES",7522939392,6220989952,20.295080,9.776381,1.378571,8.796000,1.140000,0.081443,""
ISRG,51.822842,false,5,31.822842,0.000000,0.173867,0.374859,0.177064,0.247469,0.000000,0.491952,HEALTHCARE,"MEDICAL INSTRUMENTS & SUPPLIES",enterprise_multiples,"industry:MEDICAL INSTRUMENTS & SUPPLIES",160811958272,155147796480,57.458755,39.587300,15.977818,43.605000,15.415000,0.015488,""
HAS,51.768598,false,5,28.082313,0.534122,-0.070631,0.517894,0.273340,0.147810,2.680794,0.846776,CONSUMER CYCLICAL,"LEISURE",enterprise_multiples,"sector:CONSUMER CYCLICAL",12575899648,15117599744,,14.278687,2.674983,12.597000,3.216000,0.055256,""
CMI,51.660796,false,5,22.220796,0.786667,0.062461,0.316375,0.163689,0.070864,1.632596,0.990527,INDUSTRIALS,"SPECIALTY INDUSTRIAL MACHINERY",enterprise_multiples,"industry:SPECIALTY INDUSTRIAL MACHINERY",70699261952,76263268352,24.936647,16.262880,2.099770,14.694000,2.265000,0.033749,""
PNR,51.599662,false,5,21.199662,0.866667,0.004364,0.389460,0.144435,0.178640,1.684055,0.607966,INDUSTRIALS,"SPECIALTY INDUSTRIAL MACHINERY",enterprise_multiples,"industry:SPECIALTY INDUSTRIAL MACHINERY",13710167040,15374666752,21.371500,14.403183,3.283086,14.091000,3.682000,0.054412,""
XYL,51.414930,false,5,23.734930,0.640000,0.178358,0.328627,0.088481,0.100719,1.085218,0.512362,INDUSTRIALS,"SPECIALTY INDUSTRIAL MACHINERY",enterprise_multiples,"industry:SPECIALTY INDUSTRIAL MACHINERY",28286234624,29513168896,29.637754,19.084852,3.130740,15.582000,3.267000,0.032171,""
ADP,51.315730,false,5,22.518527,0.733100,0.076137,0.199367,0.349108,0.213643,1.512337,0.385257,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",83102081024,84784537600,19.718810,17.168282,3.917267,13.700000,3.997000,0.052859,""
BKR,51.224149,false,5,25.509863,0.476190,0.094429,0.413146,0.152975,0.091479,1.282824,0.678384,ENERGY,"OIL & GAS EQUIPMENT & SERVICES",enterprise_multiples,"sector:ENERGY",59966189568,63129190400,23.338463,20.872820,2.162268,13.446000,2.276000,0.042307,""
ROP,51.087179,false,5,26.137524,0.740326,0.137317,0.541986,0.061345,0.308206,2.983565,0.228548,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",37883531264,45462953984,24.820520,15.083450,4.793867,14.508000,5.753000,0.064292,""
MAS,50.385039,false,5,21.964197,0.800000,-0.044922,0.120243,0.397678,0.114520,2.294789,1.453951,INDUSTRIALS,"BUILDING PRODUCTS & EQUIPMENT",enterprise_multiples,"industry:BUILDING PRODUCTS & EQUIPMENT",11931374592,14760375296,15.181347,12.667832,1.577807,10.439000,1.952000,0.072582,""
SCHW,50.357194,false,3,35.357194,0.583333,0.048343,1.005739,,0.366331,,0.048719,FINANCIAL SERVICES,"CAPITAL MARKETS",financial_multiples,"industry:CAPITAL MARKETS",165361729536,129900699648,20.012903,13.706599,6.912827,,5.430000,0.052993,"roic|debt_to_ebitda"
NTAP,50.105437,false,5,21.193504,0.773636,0.013225,0.107490,0.683426,0.203591,2.092926,0.607225,TECHNOLOGY,"SOFTWARE - INFRASTRUCTURE",enterprise_multiples,"industry:SOFTWARE - INFRASTRUCTURE",20039745536,19684890624,16.976510,11.887796,2.986994,11.242000,2.934000,0.066767,""
PANW,50.092483,false,5,27.856120,0.186364,0.187883,0.246418,0.149932,0.376273,0.213201,0.391136,TECHNOLOGY,"SOFTWARE - INFRASTRUCTURE",enterprise_multiples,"industry:SOFTWARE - INFRASTRUCTURE",125949607936,121872596992,85.276250,38.859615,12.730541,79.318000,12.318000,0.027549,""
HPQ,50.037853,false,5,19.625518,1.000000,-0.042096,-0.088555,0.501833,0.050637,2.396916,1.323829,TECHNOLOGY,"COMPUTER HARDWARE",enterprise_multiples,"industry:COMPUTER HARDWARE",17487603712,25206181888,7.215909,6.402565,0.311007,5.655000,0.448000,0.160113,""
PTC,50.025648,false,5,23.621452,0.533683,0.123154,0.279084,0.159312,0.312748,1.208588,0.413957,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",16618997760,17790320640,20.568483,16.882687,5.810995,14.509000,6.221000,0.051549,""
ACN,49.581192,false,5,21.181192,0.700000,0.041937,0.072162,0.279513,0.156077,0.705782,1.065400,TECHNOLOGY,"TECHNOLOGY",enterprise_multiples,"industry:TECHNOLOGY",121283706636,121789808640,15.803900,15.741800,1.676200,9.563000,1.689000,0.089443,""
HWM,49.561247,false,5,28.470338,0.090909,0.133716,0.383828,0.221547,0.173413,1.339867,0.738170,INDUSTRIALS,"AEROSPACE & DEFENSE",enterprise_multiples,"industry:AEROSPACE & DEFENSE",89753477120,91876622336,60.267567,40.566795,10.876573,38.474000,11.134000,0.015944,""
SMCI,49.546577,false,4,31.323573,0.900000,0.617078,,0.184554,0.069739,3.644249,1.567400,TECHNOLOGY,"TECHNOLOGY",enterprise_multiples,"industry:TECHNOLOGY",12614717232,13772318720,14.453500,12.027100,0.449600,12.556000,0.491000,0.121168,"fcf_cagr_3y"
EXPD,49.530827,false,5,24.930827,0.383333,-0.134473,-0.224326,0.484504,0.086132,0.514362,2.261918,INDUSTRIALS,"INTEGRATED FREIGHT & LOGISTICS",enterprise_multiples,"industry:INTEGRATED FREIGHT & LOGISTICS",18888099840,18146865152,23.738255,21.852959,1.706395,16.359000,1.639000,0.050476,""
NOW,49.484473,false,5,27.222935,0.188462,0.223765,0.277739,0.121119,0.341392,0.937939,0.509947,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",110758363136,105917620224,62.856290,20.907610,8.341495,38.684000,7.977000,0.040927,""
ALGN,49.470940,false,5,20.470940,0.750000,0.026118,0.210290,0.133728,0.121631,0.139102,0.647300,HEALTHCARE,"HEALTH CARE",enterprise_multiples,"industry:HEALTH CARE",11851368115,10870904832,28.881100,28.881100,2.937200,12.769000,2.694000,0.041141,""
AMAT,49.406984,false,5,20.606984,0.733333,0.032335,0.073028,0.316201,0.200860,0.791690,0.781509,TECHNOLOGY,"SEMICONDUCTOR EQUIPMENT & MATERIALS",enterprise_multiples,"industry:SEMICONDUCTOR EQUIPMENT & MATERIALS",256431210496,255110217728,33.106556,23.343296,9.088794,28.700000,9.042000,0.022220,""
TT,49.328915,false,5,28.848915,0.040000,0.100636,0.323695,0.280436,0.131860,1.062481,0.995388,INDUSTRIALS,"BUILDING PRODUCTS & EQUIPMENT",enterprise_multiples,"industry:BUILDING PRODUCTS & EQUIPMENT",89567035392,93100793856,30.763899,24.013979,4.200706,22.099000,4.366000,0.031390,""
EXPE,49.187243,false,5,21.200358,0.700000,0.080880,0.038347,0.773987,0.211091,2.103279,0.602527,CONSUMER CYCLICAL,"TRAVEL SERVICES",enterprise_multiples,"industry:TRAVEL SERVICES",27755372544,29772374016,23.089703,9.866480,1.883892,12.939000,2.021000,0.112050,""
V,49.159283,false,5,26.492616,0.222222,0.109212,0.064672,0.479489,0.539425,0.906214,0.401498,FINANCIAL SERVICES,"CREDIT SERVICES",financial_multiples,"industry:CREDIT SERVICES",577524989952,576334331904,28.099438,20.605381,13.952911,19.883000,13.924000,0.037361,""
