symbol,preselection_score,passed_filters,core_coverage,quality_score,valuation_score,revenue_cagr_3y,fcf_cagr_3y,roic,fcf_margin,debt_to_ebitda,asset_turnover,sector,industry,valuation_method,valuation_context,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_sales,enterprise_to_ebitda,enterprise_to_revenue,fcf_yield,missing_flags
DELL,72.055514,false,5,47.276952,0.646667,0.035350,1.478052,0.394336,0.075323,2.745359,1.120964,TECHNOLOGY,"COMPUTER HARDWARE",enterprise_multiples,"industry:COMPUTER HARDWARE",117236416512,134966362112,20.357883,12.224675,1.032574,11.780000,1.189000,0.072947,""
NFLX,68.621026,false,5,47.521026,0.091667,0.126397,0.801384,0.358901,0.209394,0.480778,0.812688,COMMUNICATION SERVICES,"ENTERTAINMENT",enterprise_multiples,"industry:ENTERTAINMENT",385672577024,391792459776,35.936760,23.652323,8.535783,28.682000,8.671000,0.024531,""
DHI,68.166143,false,5,40.966143,0.600000,0.007612,0.994889,0.124103,0.095867,1.332693,0.965583,CONSUMER CYCLICAL,"RESIDENTIAL CONSTRUCTION",enterprise_multiples,"industry:RESIDENTIAL CONSTRUCTION",40267800576,43744468992,12.598361,11.234285,1.201153,9.795000,1.305000,0.081542,""
JBL,67.658054,false,5,37.258054,0.866667,-0.038029,0.639389,0.358756,0.039326,1.595261,1.607183,TECHNOLOGY,"ELECTRONIC COMPONENTS",enterprise_multiples,"industry:ELECTRONIC COMPONENTS",29630554112,31966279680,37.332440,19.043410,0.907049,13.448000,0.979000,0.039554,""
XYZ,67.122709,false,5,40.424496,0.766667,0.113338,6.810920,0.118542,0.100219,2.625447,0.611726,TECHNOLOGY,"SOFTWARE - INFRASTRUCTURE",enterprise_multiples,"industry:SOFTWARE - INFRASTRUCTURE",36393058304,37619732480,28.519049,12.673603,1.504238,18.170000,1.555000,0.066625,""
EME,67.082763,false,5,39.082763,0.666667,0.153200,0.383985,0.382697,0.070016,0.266792,1.828188,INDUSTRIALS,"ENGINEERING & CONSTRUCTION",enterprise_multiples,"industry:ENGINEERING & CONSTRUCTION",34078910464,33264932864,27.024140,24.113373,2.006244,18.852000,1.958000,0.034899,""
DASH,66.207794,false,5,45.148816,0.166600,0.277257,3.430239,0.080447,0.133119,2.235054,0.697747,CONSUMER CYCLICAL,"INTERNET RETAIL",enterprise_multiples,"sector:CONSUMER CYCLICAL",67218788352,65015787520,72.303734,20.247528,4.900400,53.379000,4.740000,0.027165,""
CTVA,65.726678,false,5,39.726678,0.500000,-0.001032,1.192750,0.084135,0.161772,0.675039,0.406138,BASIC MATERIALS,"AGRICULTURAL INPUTS",enterprise_multiples,"sector:BASIC MATERIALS",54191988736,52898983936,46.045715,19.937895,3.114303,13.924000,3.040000,0.051945,""
UHS,65.704156,false,5,35.304156,0.866667,0.090257,0.465412,9.590000,0.047484,1.977414,1.118300,HEALTH CARE,"HEALTH CARE",enterprise_multiples,"industry:HEALTH CARE",11355,16519549952,7.698300,7.698300,0.660000,6.323000,0.951000,0.072601,""
INCY,65.214330,false,5,33.214330,1.000000,0.148396,0.142276,0.491915,0.258621,0.028141,0.738899,HEALTHCARE,"BIOTECHNOLOGY",enterprise_multiples,"industry:BIOTECHNOLOGY",18034692096,14509008896,14.137286,10.478070,3.507848,10.077000,2.822000,0.073726,""
LULU,64.561194,false,5,34.900634,0.805047,0.191681,0.167671,0.450520,0.149553,0.533765,1.392571,CONSUMER CYCLICAL,"APPAREL RETAIL",enterprise_multiples,"sector:CONSUMER CYCLICAL",18881224704,18596839424,12.138009,12.063336,1.700613,6.870000,1.675000,0.083865,""
EFX,63.730327,false,5,38.316621,0.716239,0.058485,1.045164,0.085390,0.186731,2.795291,0.512002,INDUSTRIALS,"CONSULTING SERVICES",enterprise_multiples,"sector:INDUSTRIALS",20745789440,25581064192,31.860900,16.369125,3.415226,13.690000,4.211000,0.054676,""
DIS,61.573288,false,5,36.643160,0.525000,0.045094,1.113760,0.073312,0.106720,2.342468,0.478067,COMMUNICATION SERVICES,"ENTERTAINMENT",enterprise_multiples,"industry:ENTERTAINMENT",170936778752,217250791424,14.195876,13.105424,1.785875,11.253000,2.270000,0.058952,""
ADBE,60.200476,false,5,30.600476,0.800000,0.105223,0.100295,24.170000,0.414489,0.698026,0.805800,TECHNOLOGY,"TECHNOLOGY",enterprise_multiples,"industry:TECHNOLOGY",98056,97702699008,14.103200,14.257500,4.157200,10.335000,3.996000,0.100473,""
MPWR,59.493310,false,5,38.093310,0.116667,0.158615,0.522787,0.240980,0.237689,0.025567,0.665314,TECHNOLOGY,"SEMICONDUCTORS",enterprise_multiples,"industry:SEMICONDUCTORS",54107897856,52875456512,85.460815,42.622776,19.390322,67.689000,18.949000,0.012258,""
AOS,59.432078,false,5,31.319475,0.676050,0.006730,0.193578,17.380000,0.142551,0.236256,1.218700,BUILDING,"BUILDING",enterprise_multiples,"global",9051,9061775360,16.619100,16.619100,2.369900,11.145000,2.366000,0.060324,""
DXCM,59.150030,false,5,34.650030,0.375000,0.170136,0.523379,0.217608,0.231060,1.194311,0.735343,HEALTHCARE,"MEDICAL DEVICES",enterprise_multiples,"industry:MEDICAL DEVICES",25975083008,25029697536,31.866030,22.319485,5.571661,21.511000,5.369000,0.041471,""
IDXX,58.911769,false,5,38.645102,0.022222,0.085223,0.395328,0.453084,0.242484,0.648454,1.284396,HEALTHCARE,"DIAGNOSTICS & RESEARCH",enterprise_multiples,"industry:DIAGNOSTICS & RESEARCH",45532028928,46198857728,43.660797,34.721966,10.579736,30.693000,10.735000,0.022920,""
GRMN,58.602020,false,5,31.602020,0.583333,0.142359,0.358200,0.225936,0.188104,0.079830,0.659063,TECHNOLOGY,"SCIENTIFIC & TECHNICAL INSTRUMENTS",enterprise_multiples,"industry:SCIENTIFIC & TECHNICAL INSTRUMENTS",46409052160,43867193344,28.101398,23.707033,6.405208,21.245000,6.054000,0.029367,""
CBOE,58.303996,false,5,29.375425,0.744048,0.059967,0.416788,0.235545,0.356710,0.972013,0.506615,FINANCIAL SERVICES,"FINANCIAL DATA & STOCK EXCHANGES",financial_multiples,"industry:FINANCIAL DATA & STOCK EXCHANGES",29630377984,29004277760,27.167946,22.208572,6.285346,17.758000,6.153000,0.056753,""
TTD,58.273414,true,5,26.216572,0.504737,0.224419,0.196709,0.175295,0.270332,0.618816,0.470694,COMMUNICATION SERVICES,"ADVERTISING AGENCIES",enterprise_multiples,"sector:COMMUNICATION SERVICES",10633327616,9766600704,24.822224,9.376076,3.671369,14.152000,3.372000,0.073632,""
JBHT,58.030068,false,5,32.430068,0.466667,-0.067837,0.589215,0.129969,0.078971,0.928438,1.513670,INDUSTRIALS,"INTEGRATED FREIGHT & LOGISTICS",enterprise_multiples,"industry:INTEGRATED FREIGHT & LOGISTICS",19533090816,21110294528,33.574467,23.361565,1.627880,13.362000,1.759000,0.048512,""
ACN,57.733377,false,5,26.693377,0.920000,0.041937,0.072162,11.740000,0.156077,0.705782,1.065400,TECHNOLOGY,"TECHNOLOGY",enterprise_multiples,"industry:TECHNOLOGY",118822,119327916032,15.539800,15.478700,1.648200,9.370000,1.655000,0.091296,""
COR,57.416831,false,5,28.616831,0.733333,0.104340,0.132714,0.567432,0.009981,1.531530,4.195487,HEALTHCARE,"MEDICAL DISTRIBUTION",enterprise_multiples,"industry:MEDICAL DISTRIBUTION",63664054272,72003788800,39.194008,16.665886,0.195422,14.512000,0.221000,0.050376,""
LII,57.204830,false,5,31.444830,0.480000,0.032615,0.469757,0.293484,0.122957,1.519001,1.272796,INDUSTRIALS,"BUILDING PRODUCTS & EQUIPMENT",enterprise_multiples,"industry:BUILDING PRODUCTS & EQUIPMENT",16728666112,18335944704,20.919737,17.928816,3.219962,15.878000,3.529000,0.038186,""
LRCX,57.040926,false,5,32.840926,0.350000,0.022858,0.284660,0.666833,0.293675,0.713270,0.863685,TECHNOLOGY,"SEMICONDUCTOR EQUIPMENT & MATERIALS",enterprise_multiples,"industry:SEMICONDUCTOR EQUIPMENT & MATERIALS",299990188032,296559771648,49.043120,34.597145,14.590586,40.384000,14.424000,0.018048,""
AMD,56.858369,false,5,33.858369,0.250000,0.136436,0.293083,5.640000,0.194434,0.574351,0.450300,SEMICONDUCTORS,"SEMICONDUCTORS",enterprise_multiples,"industry:SEMICONDUCTORS",334837,328291483648,77.240500,77.240500,9.666500,48.672000,9.478000,0.020114,""
PHM,56.597567,false,5,28.597567,0.666667,0.026554,0.465268,0.170637,0.101001,0.743000,0.959195,CONSUMER CYCLICAL,"RESIDENTIAL CONSTRUCTION",enterprise_multiples,"industry:RESIDENTIAL CONSTRUCTION",22689996800,23127336960,10.619604,10.455791,1.310655,7.251000,1.336000,0.077062,""
MNST,56.328184,false,5,35.528184,0.066667,0.095368,0.421556,0.301159,0.233972,0.000000,0.830352,CONSUMER DEFENSIVE,"BEVERAGES - NON-ALCOHOLIC",enterprise_multiples,"industry:BEVERAGES - NON-ALCOHOLIC",71413760000,68714569728,37.628864,28.608715,8.609936,25.847000,8.285000,0.027175,""
QCOM,55.580629,false,5,25.180629,0.866667,0.000633,0.233306,0.321056,0.289495,1.058231,0.883154,TECHNOLOGY,"SEMICONDUCTORS",enterprise_multiples,"industry:SEMICONDUCTORS",137425362944,140285886464,25.993940,11.540593,3.062950,10.192000,3.127000,0.093287,""
AVGO,55.576860,true,5,22.976860,0.550000,0.243784,0.181654,0.158152,0.421275,1.869039,0.373407,TECHNOLOGY,"SEMICONDUCTORS",enterprise_multiples,"industry:SEMICONDUCTORS",1509099962368,160196182016,62.166020,17.915136,22.100992,4.304000,2.346000,0.017834,""
ULTA,54.634438,false,5,27.387381,0.603921,0.093835,0.028159,20.010000,0.085356,1.042006,1.882100,RETAIL,"RETAIL",enterprise_multiples,"global",22856,24522369024,19.815100,19.815100,1.844300,13.373000,1.979000,0.041735,""
FFIV,54.543020,false,5,27.749081,0.566162,0.046319,0.303759,0.270274,0.293518,0.296200,0.488658,TECHNOLOGY,"SOFTWARE - INFRASTRUCTURE",enterprise_multiples,"industry:SOFTWARE - INFRASTRUCTURE",16420678656,15404314624,23.907362,17.212517,5.222782,17.435000,4.900000,0.055199,""
ALL,54.180201,false,4,28.180201,1.000000,0.098353,0.281007,8.590000,0.147341,,0.565200,INSURANCE,"INSURANCE",financial_multiples,"industry:INSURANCE",53804,57894375424,5.257100,5.257100,0.798600,4.633000,0.855000,0.183665,"debt_to_ebitda"
TKO,54.142344,false,5,34.814392,0.283333,0.607401,0.332914,0.105196,0.244717,3.018012,0.305576,COMMUNICATION SERVICES,"ENTERTAINMENT",enterprise_multiples,"industry:ENTERTAINMENT",15269898240,23829559296,85.610620,51.734970,3.224796,17.320000,5.032000,0.075886,""
META,53.260293,false,5,30.171872,0.257368,0.198938,0.337084,0.220869,0.229437,0.823391,0.549056,COMMUNICATION SERVICES,"INTERNET CONTENT & INFORMATION",enterprise_multiples,"sector:COMMUNICATION SERVICES",1499823996928,1503313002496,25.252129,16.525084,7.463073,14.754000,7.480000,0.030743,""
APTV,53.086494,false,5,25.449792,0.866667,0.052626,0.539564,0.103135,0.074958,2.690824,0.871225,CONSUMER CYCLICAL,"AUTO PARTS",enterprise_multiples,"industry:AUTO PARTS",15115982848,21623115776,94.560000,7.497463,0.741052,6.778000,1.060000,0.101151,""
CL,53.024319,false,5,28.224319,0.400000,0.042935,0.250136,0.427423,0.178295,1.758997,1.248132,CONSUMER DEFENSIVE,"HOUSEHOLD & PERSONAL PRODUCTS",enterprise_multiples,"industry:HOUSEHOLD & PERSONAL PRODUCTS",67754852352,75224858624,32.140682,20.387390,3.324250,15.453000,3.691000,0.053635,""
ALLE,52.913156,false,5,26.391772,0.543449,0.075232,0.201331,12.320000,0.168588,1.994661,0.778600,BUILDING,"BUILDING",enterprise_multiples,"global",12554,14348081152,19.431600,19.431600,3.075800,14.258000,3.528000,0.054620,""
ALGN,52.827749,false,5,29.627749,0.266667,0.026118,0.210290,6.580000,0.121631,0.139102,0.647300,HEALTH CARE,"HEALTH CARE",enterprise_multiples,"industry:HEALTH CARE",12784,11803275264,31.153200,31.153200,3.168200,13.864000,2.925000,0.038140,""
CRM,52.517900,false,5,22.185779,0.861010,0.098200,0.316424,0.101460,0.346827,1.368824,0.369752,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",171489738752,177073455104,23.464102,12.277306,4.129795,14.112000,4.264000,0.083982,""
IVZ,52.506283,false,5,22.372950,0.844444,0.017768,0.413447,-0.027431,0.225965,-18.126158,0.235369,FINANCIAL SERVICES,"ASSET MANAGEMENT",financial_multiples,"industry:ASSET MANAGEMENT",10639297536,15117997056,,7.905216,1.668360,11.811000,2.371000,0.135441,""
VRSN,52.435996,false,5,28.595996,0.320000,0.051504,0.099511,62.270000,0.644875,1.560493,1.249400,TECHNOLOGY,"TECHNOLOGY",enterprise_multiples,"industry:TECHNOLOGY",21880,23330037760,26.782300,26.782300,13.349100,20.248000,14.083000,0.047791,""
GWW,52.231346,false,5,27.498294,0.394421,0.056191,0.073134,19.040000,0.074183,1.041106,2.002000,TRADING COMPANIES & DISTRIBUTORS,"TRADING COMPANIES & DISTRIBUTORS",enterprise_multiples,"global",50471,53153218560,29.577000,29.577000,2.812300,17.939000,2.963000,0.026371,""
MA,52.201670,false,5,32.201670,0.000000,0.138220,0.176234,0.972242,0.501144,0.919785,0.605480,FINANCIAL SERVICES,"CREDIT SERVICES",financial_multiples,"industry:CREDIT SERVICES",445263937536,453895913472,30.219866,22.032620,13.578846,22.094000,13.842000,0.036906,""
EPAM,52.165991,false,5,22.265991,0.825000,0.041908,0.170073,0.153847,0.112275,0.209455,1.113200,TECHNOLOGY,"INFORMATION TECHNOLOGY SERVICES",enterprise_multiples,"industry:INFORMATION TECHNOLOGY SERVICES",7349477888,6050990592,19.797619,9.544471,1.346785,8.556000,1.109000,0.083365,""
ISRG,52.165700,false,5,31.822842,0.028571,0.173867,0.374859,0.177064,0.247469,0.000000,0.491952,HEALTHCARE,"MEDICAL INSTRUMENTS & SUPPLIES",enterprise_multiples,"industry:MEDICAL INSTRUMENTS & SUPPLIES",167608139776,161943207936,59.887054,41.260326,16.653069,45.515000,16.090000,0.014860,""
COST,52.095644,false,5,31.495644,0.050000,0.066404,0.308135,0.335557,0.028474,0.638067,3.569891,CONSUMER DEFENSIVE,"DISCOUNT STORES",enterprise_multiples,"industry:DISCOUNT STORES",432248913920,422132711424,50.772680,43.399070,1.509961,31.362000,1.475000,0.018131,""
BSX,51.905863,false,5,27.973760,0.375000,0.165419,0.550057,0.100621,0.169573,2.141974,0.459643,HEALTHCARE,"MEDICAL DEVICES",enterprise_multiples,"industry:MEDICAL DEVICES",101282832384,111372795904,35.128864,17.411322,5.045473,20.860000,5.548000,0.033609,""
ADP,51.830042,false,5,22.518527,0.775960,0.076137,0.199367,0.349108,0.213643,1.512337,0.385257,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",82867503104,84551000064,19.682037,17.124584,3.906210,13.663000,3.986000,0.053009,""
PNR,51.759662,false,5,21.199662,0.880000,0.004364,0.389460,0.144435,0.178640,1.684055,0.607966,INDUSTRIALS,"SPECIALTY INDUSTRIAL MACHINERY",enterprise_multiples,"industry:SPECIALTY INDUSTRIAL MACHINERY",14331756544,15960683520,22.284986,15.011665,3.431934,14.628000,3.822000,0.052052,""
CMI,51.660796,false,5,22.220796,0.786667,0.062461,0.316375,0.163689,0.070864,1.632596,0.990527,INDUSTRIALS,"SPECIALTY INDUSTRIAL MACHINERY",enterprise_multiples,"industry:SPECIALTY INDUSTRIAL MACHINERY",76647284736,82211291136,27.021431,17.631098,2.276427,15.840000,2.442000,0.031130,""
APH,51.647829,false,5,28.641795,0.333333,0.223066,0.347140,0.258130,0.189572,2.248492,0.637325,TECHNOLOGY,"ELECTRONIC COMPONENTS",enterprise_multiples,"industry:ELECTRONIC COMPONENTS",157290348544,162020442112,38.311380,24.866350,6.810669,23.243000,7.015000,0.027835,""
XYL,51.574930,false,5,23.734930,0.653333,0.178358,0.328627,0.088481,0.100719,1.085218,0.512362,INDUSTRIALS,"SPECIALTY INDUSTRIAL MACHINERY",enterprise_multiples,"industry:SPECIALTY INDUSTRIAL MACHINERY",29325846528,30551382016,30.805626,19.786283,3.245805,16.131000,3.381000,0.031031,""
HAS,51.446008,false,5,28.082313,0.507239,-0.070631,0.517894,0.273340,0.147810,2.680794,0.846776,CONSUMER CYCLICAL,"LEISURE",enterprise_multiples,"sector:CONSUMER CYCLICAL",13027501056,15569201152,,14.791434,2.771042,12.973000,3.312000,0.053341,""
EXPD,51.330827,false,5,24.930827,0.533333,-0.134473,-0.224326,0.484504,0.086132,0.514362,2.261918,INDUSTRIALS,"INTEGRATED FREIGHT & LOGISTICS",enterprise_multiples,"industry:INTEGRATED FREIGHT & LOGISTICS",19026952192,18212280320,23.860506,21.950106,1.718939,16.418000,1.645000,0.050108,""
UAL,51.221377,false,5,27.768369,0.928799,0.095291,0.270442,4.390000,0.043288,3.923145,0.772700,AIRLINES,"AIRLINES",enterprise_multiples,"global",30260,49056149504,9.024800,9.024800,0.512300,6.326000,0.830000,0.084420,""
ROP,51.155990,false,5,26.137524,0.746061,0.137317,0.541986,0.061345,0.308206,2.983565,0.228548,TECHNOLOGY,"SOFTWARE - APPLICATION",enterprise_multiples,"industry:SOFTWARE - APPLICATION",37235015680,44842815488,24.395626,14.825242,4.711802,14.310000,5.675000,0.065412,""
KLAC,50.762601,false,5,27.162601,0.300000,0.096855,0.075779,0.504199,0.307802,1.125726,0.756548,TECHNOLOGY,"SEMICONDUCTOR EQUIPMENT & MATERIALS",enterprise_multiples,"industry:SEMICONDUCTOR EQUIPMENT & MATERIALS",205785350144,206192885760,45.661514,32.838740,16.146850,35.909000,16.179000,0.018183,""
TYL,50.727926,false,5,28.807926,0.160000,0.080250,0.232812,5.600000,0.266149,1.271132,0.413600,TECHNOLOGY,"TECHNOLOGY",enterprise_multiples,"industry:TECHNOLOGY",14541,14086059008,46.404900,46.404900,6.279300,32.398000,6.039000,0.042691,""
BKR,50.538435,false,5,25.509863,0.419048,0.094429,0.413146,0.152975,0.091479,1.282824,0.678384,ENERGY,"OIL & GAS EQUIPMENT & SERVICES",enterprise_multiples,"sector:ENERGY",62743134208,65906135040,24.419231,21.839409,2.262400,14.038000,2.376000,0.040435,""
GOOG,50.436102,false,5,28.335083,0.175085,0.125117,0.068791,22.200000,0.181876,0.394813,0.676700,MEDIA,"MEDIA",enterprise_multiples,"global",3497557,3438605500416,26.462600,26.462600,8.682300,22.897000,8.536000,0.020942,""
GOOGL,50.415537,false,5,28.335083,0.173371,0.125117,0.068791,22.200000,0.181876,0.394813,0.676700,MEDIA,"MEDIA",enterprise_multiples,"global",3497557,3453605642240,26.462600,26.462600,8.682300,22.997000,8.573000,0.020853,""
MAS,50.385039,false,5,21.964197,0.800000,-0.044922,0.120243,0.397678,0.114520,2.294789,1.453951,INDUSTRIALS,"BUILDING PRODUCTS & EQUIPMENT",enterprise_multiples,"industry:BUILDING PRODUCTS & EQUIPMENT",12291760128,15120759808,15.639896,13.050462,1.625464,10.694000,2.000000,0.070454,""
PANW,50.378847,false,5,27.856120,0.210227,0.187883,0.246418,0.149932,0.376273,0.213201,0.391136,TECHNOLOGY,"SOFTWARE - INFRASTRUCTURE",enterprise_multiples,"industry:SOFTWARE - INFRASTRUCTURE",128283369472,124206358528,87.826820,39.579660,12.966430,,12.554000,0.027048,""
