company,ticker,strongest_drivers,source_provenance_summary,confidence_score,source_mix,direct_source_count,proxy_source_count,proxy_share,website_traffic_yoy,app_rank_yoy,search_trends_yoy,search_trends_provenance,news_mentions_yoy,news_mentions_provenance,price_promo_yoy,price_promo_provenance,foot_traffic_yoy,foot_traffic_provenance,website_traffic_provenance,app_rank_provenance,market_price_proxy_yoy,market_price_proxy_provenance,market_volume_proxy_yoy,market_volume_proxy_provenance,expected_kpi_surprise,expected_stock_reaction,probability_post_earnings_outperform,deviation_vs_consensus,historical_backtest,report_date
ADBE,ADBE,yoy_mean (-24.34%); news_mentions_yoy (-16.13%); accel_mean (-9.59%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-18.13%,wikimedia,-89.62%,gdelt,,local_csv,,local_csv,local_csv,local_csv,-30.41%,market_proxy,-38.84%,market_proxy,-57.54%,Likely negative post-earnings drift,22.75%,-0.5754,"n=1, hit_rate=100.00%, avg_5d=-8.06%, similar5_avg_5d=-8.06%",
META,META,yoy_mean (-25.81%); news_mentions_yoy (-17.47%); search_trends_yoy (-5.92%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-39.47%,wikimedia,-97.06%,gdelt,,local_csv,,local_csv,local_csv,local_csv,13.82%,market_proxy,-64.97%,market_proxy,-56.05%,Likely negative post-earnings drift,28.08%,-0.5605,"n=1, hit_rate=100.00%, avg_5d=-0.04%, similar5_avg_5d=-0.04%",
BTU,BTU,yoy_mean (37.78%); market_price_proxy_yoy (17.64%); news_mentions_yoy (9.00%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,50.00%,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,220.53%,market_proxy,-64.48%,market_proxy,61.54%,Likely positive post-earnings drift,86.02%,0.6154,"n=1, hit_rate=100.00%, avg_5d=5.03%, similar5_avg_5d=5.03%",
ISRG,ISRG,yoy_mean (-25.27%); news_mentions_yoy (-18.00%); accel_mean (-4.91%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-24.00%,wikimedia,-100.00%,gdelt,,local_csv,,local_csv,local_csv,local_csv,0.11%,market_proxy,-59.89%,market_proxy,-55.36%,Likely negative post-earnings drift,27.61%,-0.5536,"n=1, hit_rate=0.00%, avg_5d=3.68%, similar5_avg_5d=3.68%",
BSX,BSX,yoy_mean (-27.03%); news_mentions_yoy (-18.00%); search_trends_yoy (-4.23%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-28.17%,wikimedia,-100.00%,gdelt,,local_csv,,local_csv,local_csv,local_csv,-29.97%,market_proxy,-38.44%,market_proxy,-54.73%,Likely negative post-earnings drift,31.78%,-0.5473,"n=1, hit_rate=0.00%, avg_5d=-2.69%, similar5_avg_5d=-2.69%",
MA,MA,yoy_mean (-23.22%); news_mentions_yoy (-16.00%); accel_mean (-7.14%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-28.53%,wikimedia,-88.89%,gdelt,,local_csv,,local_csv,local_csv,local_csv,0.75%,market_proxy,-52.23%,market_proxy,-53.72%,Likely negative post-earnings drift,26.34%,-0.5372,"n=1, hit_rate=0.00%, avg_5d=-2.90%, similar5_avg_5d=-2.90%",
GAU,GAU,yoy_mean (51.04%); accel_mean (-11.73%); market_price_proxy_yoy (11.32%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,0.00%,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,141.51%,market_proxy,136.88%,market_proxy,58.84%,Likely positive post-earnings drift,76.59%,0.5884,"n=1, hit_rate=100.00%, avg_5d=16.30%, similar5_avg_5d=16.30%",
COST,COST,yoy_mean (-24.01%); news_mentions_yoy (-15.38%); search_trends_yoy (-5.31%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-35.37%,wikimedia,-85.42%,gdelt,,local_csv,,local_csv,local_csv,local_csv,10.75%,market_proxy,-64.61%,market_proxy,-50.08%,Likely negative post-earnings drift,32.45%,-0.5008,"n=1, hit_rate=100.00%, avg_5d=-0.02%, similar5_avg_5d=-0.02%",
RMD,RMD,yoy_mean (-22.58%); news_mentions_yoy (-18.00%); accel_mean (-4.63%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-4.60%,wikimedia,-100.00%,gdelt,,local_csv,,local_csv,local_csv,local_csv,9.22%,market_proxy,-68.88%,market_proxy,-49.30%,Likely negative post-earnings drift,30.62%,-0.4930,"n=1, hit_rate=100.00%, avg_5d=-1.30%, similar5_avg_5d=-1.30%",
NEM,NEM,yoy_mean (19.37%); relative_strength_mean (14.58%); market_price_proxy_yoy (12.65%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.719,hybrid,1,2,66.67%,,,4.24%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,158.15%,market_proxy,-56.72%,market_proxy,39.07%,Likely positive post-earnings drift,85.37%,0.3907,Insufficient historical setups (need outcomes + historical alt data).,
ATI,ATI,yoy_mean (56.75%); market_price_proxy_yoy (19.28%); market_volume_proxy_yoy (-2.08%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,241.00%,market_proxy,-34.65%,market_proxy,73.70%,Likely positive post-earnings drift,86.77%,0.7370,"n=1, hit_rate=100.00%, avg_5d=8.80%, similar5_avg_5d=8.80%",
GOLD,GOLD,news_mentions_yoy (-14.40%); yoy_mean (-13.16%); accel_mean (-12.82%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-84.94%,wikimedia,-80.00%,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,85.23%,market_proxy,-15.98%,market_proxy,-47.26%,Likely negative post-earnings drift,24.20%,-0.4726,Insufficient historical setups (need outcomes + historical alt data).,
SCHW,SCHW,yoy_mean (-20.67%); news_mentions_yoy (-17.89%); market_volume_proxy_yoy (-4.12%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-18.03%,wikimedia,-99.36%,gdelt,,local_csv,,local_csv,local_csv,local_csv,35.78%,market_proxy,-68.70%,market_proxy,-43.94%,Mixed / neutral expected reaction,36.45%,-0.4394,"n=1, hit_rate=100.00%, avg_5d=-8.12%, similar5_avg_5d=-8.12%",
DASH,DASH,yoy_mean (-19.43%); news_mentions_yoy (-16.20%); search_trends_yoy (-3.71%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-24.74%,wikimedia,-90.00%,gdelt,,local_csv,,local_csv,local_csv,local_csv,-4.11%,market_proxy,-22.47%,market_proxy,-41.27%,Mixed / neutral expected reaction,39.07%,-0.4127,"n=1, hit_rate=0.00%, avg_5d=-10.40%, similar5_avg_5d=-10.40%",
IVZ,IVZ,news_mentions_yoy (-16.62%); yoy_mean (-13.80%); accel_mean (-7.81%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-18.40%,wikimedia,-92.31%,gdelt,,local_csv,,local_csv,local_csv,local_csv,88.45%,market_proxy,-78.13%,market_proxy,-38.60%,Likely negative post-earnings drift,32.61%,-0.3860,"n=1, hit_rate=100.00%, avg_5d=-1.49%, similar5_avg_5d=-1.49%",
JBHT,JBHT,accel_mean (-40.28%); market_price_proxy_yoy (4.77%); market_volume_proxy_yoy (-4.16%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,0.00%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,59.59%,market_proxy,-69.41%,market_proxy,-41.48%,Likely negative post-earnings drift,9.06%,-0.4148,"n=1, hit_rate=0.00%, avg_5d=1.15%, similar5_avg_5d=1.15%",
DECK,DECK,yoy_mean (-25.82%); search_trends_yoy (-7.80%); market_volume_proxy_yoy (-4.90%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-51.98%,wikimedia,,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,-7.27%,market_proxy,-81.59%,market_proxy,-40.00%,Mixed / neutral expected reaction,37.70%,-0.4000,"n=1, hit_rate=0.00%, avg_5d=2.77%, similar5_avg_5d=2.77%",
MSFT,MSFT,yoy_mean (-18.11%); accel_mean (-7.76%); search_trends_yoy (-7.73%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-51.52%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,3.79%,market_proxy,-51.03%,market_proxy,-36.36%,Likely negative post-earnings drift,32.51%,-0.3636,Insufficient historical setups (need outcomes + historical alt data).,
FFIV,FFIV,yoy_mean (16.65%); search_trends_yoy (13.17%); accel_mean (5.51%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,87.80%,wikimedia,,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,26.79%,market_proxy,-23.76%,market_proxy,36.05%,Likely positive post-earnings drift,81.15%,0.3605,"n=1, hit_rate=0.00%, avg_5d=2.24%, similar5_avg_5d=2.24%",
INCY,INCY,yoy_mean (14.72%); search_trends_yoy (13.55%); accel_mean (4.89%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,90.32%,wikimedia,,gdelt,,local_csv,,local_csv,local_csv,local_csv,58.35%,market_proxy,-68.40%,market_proxy,33.72%,Likely positive post-earnings drift,79.91%,0.3372,"n=1, hit_rate=0.00%, avg_5d=-3.66%, similar5_avg_5d=-3.66%",
INTC,INTC,yoy_mean (33.20%); market_price_proxy_yoy (12.30%); market_volume_proxy_yoy (-1.98%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,153.80%,market_proxy,-33.07%,market_proxy,45.35%,Likely positive post-earnings drift,79.41%,0.4535,"n=1, hit_rate=0.00%, avg_5d=-0.64%, similar5_avg_5d=-0.64%",
SEELQ,SEELQ,yoy_mean (-44.00%); market_price_proxy_yoy (-6.40%); accel_mean (0.00%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.325,proxy_only,0,1,100.00%,,,,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,-80.00%,market_proxy,,market_proxy,-50.40%,Likely negative post-earnings drift,29.24%,-0.5040,Insufficient historical setups (need outcomes + historical alt data).,
PHM,PHM,search_trends_yoy (14.46%); yoy_mean (10.76%); accel_mean (7.52%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,96.39%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,15.85%,market_proxy,-53.53%,market_proxy,30.80%,Likely positive post-earnings drift,80.76%,0.3080,"n=1, hit_rate=0.00%, avg_5d=3.53%, similar5_avg_5d=3.53%",
MPWR,MPWR,yoy_mean (17.34%); market_price_proxy_yoy (10.74%); search_trends_yoy (6.06%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,40.43%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,134.29%,market_proxy,-80.16%,market_proxy,30.19%,Likely positive post-earnings drift,75.42%,0.3019,Insufficient historical setups (need outcomes + historical alt data).,
BKR,BKR,news_mentions_yoy (-16.00%); yoy_mean (-11.53%); market_price_proxy_yoy (5.64%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,1.08%,wikimedia,-88.89%,gdelt,,local_csv,,local_csv,local_csv,local_csv,70.52%,market_proxy,-66.60%,market_proxy,-27.06%,Mixed / neutral expected reaction,45.50%,-0.2706,"n=1, hit_rate=100.00%, avg_5d=3.52%, similar5_avg_5d=3.52%",
INTU,INTU,accel_mean (-25.31%); yoy_mean (-13.24%); market_price_proxy_yoy (-1.98%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,-24.76%,market_proxy,-23.40%,market_proxy,-41.94%,Likely negative post-earnings drift,14.29%,-0.4194,"n=1, hit_rate=0.00%, avg_5d=-10.31%, similar5_avg_5d=-10.31%",
KLAC,KLAC,yoy_mean (18.81%); market_price_proxy_yoy (13.05%); market_volume_proxy_yoy (-4.09%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,7.59%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,163.10%,market_proxy,-68.09%,market_proxy,29.79%,Likely positive post-earnings drift,75.28%,0.2979,"n=1, hit_rate=100.00%, avg_5d=13.18%, similar5_avg_5d=13.18%",
INDA,INDA,accel_mean (-27.90%); yoy_mean (-11.11%); market_volume_proxy_yoy (-2.11%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,-5.16%,market_proxy,-35.23%,market_proxy,-41.54%,Likely negative post-earnings drift,13.02%,-0.4154,Insufficient historical setups (need outcomes + historical alt data).,
PLTR,PLTR,search_trends_yoy (-10.62%); yoy_mean (-9.08%); market_price_proxy_yoy (8.05%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.719,hybrid,1,2,66.67%,,,-70.79%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,100.59%,market_proxy,-79.34%,market_proxy,-21.38%,Mixed / neutral expected reaction,48.89%,-0.2138,Insufficient historical setups (need outcomes + historical alt data).,
CBOE,CBOE,yoy_mean (-14.89%); search_trends_yoy (-8.19%); accel_mean (-4.80%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-54.58%,wikimedia,,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,34.80%,market_proxy,-61.47%,market_proxy,-28.78%,Mixed / neutral expected reaction,39.41%,-0.2878,"n=1, hit_rate=0.00%, avg_5d=-0.94%, similar5_avg_5d=-0.94%",
CLMT,CLMT,yoy_mean (28.92%); market_price_proxy_yoy (20.77%); accel_mean (-9.51%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,-50.00%,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,259.59%,market_proxy,-51.85%,market_proxy,28.06%,Mixed / neutral expected reaction,64.75%,0.2806,"n=1, hit_rate=0.00%, avg_5d=4.81%, similar5_avg_5d=4.81%",
DDOG,DDOG,yoy_mean (-16.64%); search_trends_yoy (-10.60%); market_volume_proxy_yoy (-3.42%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-70.65%,wikimedia,,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,36.88%,market_proxy,-56.98%,market_proxy,-27.75%,Mixed / neutral expected reaction,45.17%,-0.2775,Insufficient historical setups (need outcomes + historical alt data).,
BXC,BXC,yoy_mean (-15.37%); accel_mean (-5.34%); market_volume_proxy_yoy (-3.28%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,0.00%,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,-29.24%,market_proxy,-54.58%,market_proxy,-26.33%,Mixed / neutral expected reaction,40.11%,-0.2633,"n=1, hit_rate=100.00%, avg_5d=-0.46%, similar5_avg_5d=-0.46%",
UBER,UBER,yoy_mean (-15.62%); search_trends_yoy (-4.93%); market_volume_proxy_yoy (-3.81%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-32.87%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,11.17%,market_proxy,-63.48%,market_proxy,-25.71%,Mixed / neutral expected reaction,43.83%,-0.2571,"n=1, hit_rate=100.00%, avg_5d=-3.94%, similar5_avg_5d=-3.94%",
EME,EME,news_mentions_yoy (-18.00%); yoy_mean (-10.68%); market_price_proxy_yoy (9.69%),search:wikimedia | news:gdelt | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,-100.00%,gdelt,,local_csv,,local_csv,local_csv,local_csv,121.13%,market_proxy,-79.37%,market_proxy,-25.18%,Mixed / neutral expected reaction,45.03%,-0.2518,"n=1, hit_rate=0.00%, avg_5d=14.10%, similar5_avg_5d=14.10%",
AMZN,AMZN,yoy_mean (-14.24%); market_volume_proxy_yoy (-4.47%); accel_mean (-4.43%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.542,proxy_only,0,2,100.00%,,,,wikimedia,,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,22.67%,market_proxy,-74.46%,market_proxy,-23.92%,Mixed / neutral expected reaction,40.81%,-0.2392,Insufficient historical setups (need outcomes + historical alt data).,
LII,LII,yoy_mean (-15.35%); market_volume_proxy_yoy (-2.97%); search_trends_yoy (-2.96%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-19.74%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,-14.43%,market_proxy,-49.55%,market_proxy,-23.70%,Mixed / neutral expected reaction,46.02%,-0.2370,"n=1, hit_rate=0.00%, avg_5d=4.30%, similar5_avg_5d=4.30%",
DIS,DIS,yoy_mean (-14.28%); market_volume_proxy_yoy (-4.31%); search_trends_yoy (-3.27%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-21.78%,wikimedia,,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,15.66%,market_proxy,-71.75%,market_proxy,-23.55%,Mixed / neutral expected reaction,44.22%,-0.2355,"n=1, hit_rate=0.00%, avg_5d=1.00%, similar5_avg_5d=1.00%",
BBY,BBY,yoy_mean (-17.28%); accel_mean (-12.09%); market_volume_proxy_yoy (-4.17%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,6.72%,market_proxy,-69.57%,market_proxy,-33.01%,Likely negative post-earnings drift,26.89%,-0.3301,"n=1, hit_rate=0.00%, avg_5d=-2.07%, similar5_avg_5d=-2.07%",
AMAT,AMAT,yoy_mean (28.03%); market_price_proxy_yoy (13.96%); accel_mean (-6.30%),search:wikimedia | news:finnhub_backfill | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,finnhub_backfill,,local_csv,,local_csv,local_csv,local_csv,174.49%,market_proxy,-72.57%,market_proxy,31.34%,Likely positive post-earnings drift,66.29%,0.3134,"n=1, hit_rate=100.00%, avg_5d=14.21%, similar5_avg_5d=14.21%",
