company,ticker,strongest_drivers,source_provenance_summary,confidence_score,source_mix,direct_source_count,proxy_source_count,proxy_share,website_traffic_yoy,app_rank_yoy,search_trends_yoy,search_trends_provenance,news_mentions_yoy,news_mentions_provenance,price_promo_yoy,price_promo_provenance,foot_traffic_yoy,foot_traffic_provenance,website_traffic_provenance,app_rank_provenance,market_price_proxy_yoy,market_price_proxy_provenance,market_volume_proxy_yoy,market_volume_proxy_provenance,expected_kpi_surprise,expected_stock_reaction,probability_post_earnings_outperform,deviation_vs_consensus,historical_backtest,report_date
HAS,HAS,yoy_mean (55.88%); accel_mean (18.06%); market_volume_proxy_yoy (15.29%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,7.36%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,42.57%,market_proxy,254.85%,market_proxy,93.74%,Likely positive post-earnings drift,96.42%,0.9374,"n=1, hit_rate=100.00%, avg_5d=9.68%, similar5_avg_5d=9.68%",
ATI,ATI,yoy_mean (85.29%); market_price_proxy_yoy (14.42%); accel_mean (8.70%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,180.30%,market_proxy,129.84%,market_proxy,116.20%,Likely positive post-earnings drift,96.15%,1.1620,"n=1, hit_rate=100.00%, avg_5d=8.80%, similar5_avg_5d=8.80%",
XOM,XOM,yoy_mean (64.88%); accel_mean (22.63%); market_volume_proxy_yoy (12.03%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,35.48%,market_proxy,200.45%,market_proxy,102.38%,Likely positive post-earnings drift,97.18%,1.0238,"n=1, hit_rate=100.00%, avg_5d=5.40%, similar5_avg_5d=5.40%",
INTC,INTC,yoy_mean (65.48%); accel_mean (14.31%); market_price_proxy_yoy (9.48%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,118.52%,market_proxy,119.61%,market_proxy,96.46%,Likely positive post-earnings drift,95.42%,0.9646,"n=1, hit_rate=0.00%, avg_5d=-0.64%, similar5_avg_5d=-0.64%",
LRCX,LRCX,yoy_mean (42.73%); market_price_proxy_yoy (16.07%); accel_mean (7.19%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-7.72%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,200.91%,market_proxy,39.90%,market_proxy,67.24%,Likely positive post-earnings drift,90.22%,0.6724,"n=1, hit_rate=100.00%, avg_5d=12.08%, similar5_avg_5d=12.08%",
NEM,NEM,yoy_mean (28.58%); market_price_proxy_yoy (10.68%); relative_strength_mean (5.59%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.719,hybrid,1,2,66.67%,,,-3.78%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,133.51%,market_proxy,26.17%,market_proxy,47.72%,Likely positive post-earnings drift,87.48%,0.4772,Insufficient historical setups (need outcomes + historical alt data).,
OTGLY,OTGLY,yoy_mean (35.64%); accel_mean (17.59%); market_volume_proxy_yoy (10.66%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,0.00%,none,,local_csv,,local_csv,local_csv,local_csv,16.78%,market_proxy,177.61%,market_proxy,65.23%,Likely positive post-earnings drift,93.37%,0.6523,"n=1, hit_rate=0.00%, avg_5d=-2.03%, similar5_avg_5d=-2.03%",
XME,XME,yoy_mean (40.66%); accel_mean (9.22%); market_volume_proxy_yoy (7.63%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,0.00%,none,,local_csv,,local_csv,local_csv,local_csv,94.58%,market_proxy,127.20%,market_proxy,65.08%,Likely positive post-earnings drift,90.60%,0.6508,Insufficient historical setups (need outcomes + historical alt data).,
EEM,EEM,yoy_mean (58.74%); accel_mean (12.58%); market_volume_proxy_yoy (10.99%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,30.36%,market_proxy,183.23%,market_proxy,84.74%,Likely positive post-earnings drift,93.70%,0.8474,Insufficient historical setups (need outcomes + historical alt data).,
BTU,BTU,yoy_mean (35.06%); market_price_proxy_yoy (11.78%); news_mentions_yoy (9.00%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,50.00%,none,,local_csv,,local_csv,local_csv,local_csv,147.25%,market_proxy,-6.00%,market_proxy,55.63%,Likely positive post-earnings drift,83.88%,0.5563,"n=1, hit_rate=100.00%, avg_5d=5.03%, similar5_avg_5d=5.03%",
TSM,TSM,yoy_mean (21.06%); accel_mean (8.44%); market_price_proxy_yoy (8.03%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.719,hybrid,1,2,66.67%,,,-34.30%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,100.42%,market_proxy,48.76%,market_proxy,39.26%,Likely positive post-earnings drift,88.05%,0.3926,"n=1, hit_rate=0.00%, avg_5d=14.84%, similar5_avg_5d=14.84%",
CTVA,CTVA,yoy_mean (33.85%); market_volume_proxy_yoy (9.96%); accel_mean (9.64%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-12.34%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,30.95%,market_proxy,166.03%,market_proxy,54.07%,Likely positive post-earnings drift,88.51%,0.5407,"n=1, hit_rate=0.00%, avg_5d=0.27%, similar5_avg_5d=0.27%",
LLY,LLY,yoy_mean (41.27%); accel_mean (17.89%); market_volume_proxy_yoy (8.00%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,16.66%,market_proxy,133.40%,market_proxy,68.49%,Likely positive post-earnings drift,92.97%,0.6849,"n=1, hit_rate=0.00%, avg_5d=-8.30%, similar5_avg_5d=-8.30%",
HPQ,HPQ,yoy_mean (44.39%); accel_mean (14.24%); market_volume_proxy_yoy (11.61%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,-32.03%,market_proxy,193.46%,market_proxy,67.68%,Likely positive post-earnings drift,91.68%,0.6768,"n=1, hit_rate=0.00%, avg_5d=-0.30%, similar5_avg_5d=-0.30%",
PLTR,PLTR,yoy_mean (-13.93%); search_trends_yoy (-11.82%); relative_strength_mean (-7.97%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.719,hybrid,1,2,66.67%,,,-78.79%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,67.51%,market_proxy,-64.70%,market_proxy,-34.11%,Mixed / neutral expected reaction,37.97%,-0.3411,Insufficient historical setups (need outcomes + historical alt data).,
DHI,DHI,yoy_mean (23.35%); search_trends_yoy (22.50%); market_volume_proxy_yoy (-1.84%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,150.00%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,8.03%,market_proxy,-30.68%,market_proxy,44.27%,Likely positive post-earnings drift,79.83%,0.4427,"n=1, hit_rate=0.00%, avg_5d=3.85%, similar5_avg_5d=3.85%",
INCY,INCY,news_mentions_yoy (18.00%); yoy_mean (15.25%); accel_mean (5.40%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-9.33%,wikimedia,100.00%,none,,local_csv,,local_csv,local_csv,local_csv,51.29%,market_proxy,-31.05%,market_proxy,39.49%,Likely positive post-earnings drift,83.01%,0.3949,"n=1, hit_rate=0.00%, avg_5d=-3.66%, similar5_avg_5d=-3.66%",
APP,APP,yoy_mean (-20.55%); search_trends_yoy (-13.37%); accel_mean (-8.54%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-89.14%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,33.56%,market_proxy,-56.49%,market_proxy,-43.16%,Likely negative post-earnings drift,28.60%,-0.4316,Insufficient historical setups (need outcomes + historical alt data).,
AMAT,AMAT,yoy_mean (44.34%); market_price_proxy_yoy (11.16%); accel_mean (2.88%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,139.46%,market_proxy,21.77%,market_proxy,59.68%,Likely positive post-earnings drift,84.72%,0.5968,"n=1, hit_rate=100.00%, avg_5d=14.21%, similar5_avg_5d=14.21%",
AMD,AMD,yoy_mean (28.74%); market_price_proxy_yoy (8.33%); search_trends_yoy (-6.52%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-43.44%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,104.17%,market_proxy,96.03%,market_proxy,41.31%,Likely positive post-earnings drift,82.52%,0.4131,Insufficient historical setups (need outcomes + historical alt data).,
IDXX,IDXX,yoy_mean (22.84%); search_trends_yoy (15.00%); market_price_proxy_yoy (2.60%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,100.00%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,32.47%,market_proxy,-7.89%,market_proxy,40.86%,Likely positive post-earnings drift,79.54%,0.4086,"n=1, hit_rate=100.00%, avg_5d=0.90%, similar5_avg_5d=0.90%",
GOOGL,GOOGL,yoy_mean (26.94%); market_price_proxy_yoy (7.15%); market_volume_proxy_yoy (3.02%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,7.25%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,89.37%,market_proxy,50.32%,market_proxy,40.66%,Likely positive post-earnings drift,80.60%,0.4066,Insufficient historical setups (need outcomes + historical alt data).,
HWM,HWM,yoy_mean (35.76%); accel_mean (8.44%); market_price_proxy_yoy (6.28%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,78.52%,market_proxy,51.50%,market_proxy,53.57%,Likely positive post-earnings drift,86.15%,0.5357,"n=1, hit_rate=100.00%, avg_5d=10.72%, similar5_avg_5d=10.72%",
APTV,APTV,yoy_mean (18.35%); news_mentions_yoy (10.80%); market_volume_proxy_yoy (6.73%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,-40.81%,wikimedia,60.00%,none,,local_csv,,local_csv,local_csv,local_csv,2.16%,market_proxy,112.11%,market_proxy,34.00%,Likely positive post-earnings drift,80.31%,0.3400,"n=1, hit_rate=0.00%, avg_5d=3.39%, similar5_avg_5d=3.39%",
ADP,ADP,yoy_mean (21.71%); market_volume_proxy_yoy (10.95%); accel_mean (10.94%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-29.62%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,-34.49%,market_proxy,182.54%,market_proxy,36.40%,Likely positive post-earnings drift,84.71%,0.3640,"n=1, hit_rate=0.00%, avg_5d=-7.29%, similar5_avg_5d=-7.29%",
MPWR,MPWR,yoy_mean (21.86%); market_price_proxy_yoy (7.16%); accel_mean (5.26%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-2.33%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,89.54%,market_proxy,32.03%,market_proxy,35.86%,Likely positive post-earnings drift,80.91%,0.3586,Insufficient historical setups (need outcomes + historical alt data).,
INDA,INDA,yoy_mean (30.68%); accel_mean (12.66%); market_volume_proxy_yoy (7.26%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,-9.41%,market_proxy,120.98%,market_proxy,49.85%,Likely positive post-earnings drift,87.39%,0.4985,Insufficient historical setups (need outcomes + historical alt data).,
LULU,LULU,yoy_mean (-18.71%); search_trends_yoy (-13.40%); market_price_proxy_yoy (-3.51%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-89.34%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,-43.83%,market_proxy,31.13%,market_proxy,-34.77%,Mixed / neutral expected reaction,40.33%,-0.3477,"n=1, hit_rate=100.00%, avg_5d=-5.80%, similar5_avg_5d=-5.80%",
KLAC,KLAC,yoy_mean (22.19%); market_price_proxy_yoy (9.72%); accel_mean (2.80%),search:wikimedia | news:unknown | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-11.69%,wikimedia,,unknown,,local_csv,,local_csv,local_csv,local_csv,121.49%,market_proxy,11.22%,market_proxy,33.62%,Likely positive post-earnings drift,78.32%,0.3362,"n=1, hit_rate=100.00%, avg_5d=13.18%, similar5_avg_5d=13.18%",
PANW,PANW,yoy_mean (22.26%); market_volume_proxy_yoy (7.59%); accel_mean (-6.48%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.575,hybrid,2,2,50.00%,,,9.23%,wikimedia,33.33%,none,,local_csv,,local_csv,local_csv,local_csv,-7.22%,market_proxy,126.57%,market_proxy,30.18%,Likely positive post-earnings drift,70.00%,0.3018,"n=2, hit_rate=50.00%, avg_5d=0.29%, similar5_avg_5d=0.29%",
TTD,TTD,relative_strength_mean (-13.08%); market_price_proxy_yoy (-4.88%); market_volume_proxy_yoy (3.94%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.719,hybrid,1,2,66.67%,,,-24.32%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,-60.96%,market_proxy,65.66%,market_proxy,-23.89%,Mixed / neutral expected reaction,38.37%,-0.2389,Insufficient historical setups (need outcomes + historical alt data).,
XYZ,XYZ,accel_mean (-21.15%); yoy_mean (-8.43%); market_volume_proxy_yoy (-2.42%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-8.49%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,2.90%,market_proxy,-40.38%,market_proxy,-33.04%,Likely negative post-earnings drift,22.10%,-0.3304,"n=1, hit_rate=100.00%, avg_5d=-6.30%, similar5_avg_5d=-6.30%",
BACHY,BACHY,yoy_mean (-13.80%); news_mentions_yoy (-12.00%); accel_mean (-5.95%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,-66.67%,none,,local_csv,,local_csv,local_csv,local_csv,7.06%,market_proxy,-15.69%,market_proxy,-32.14%,Mixed / neutral expected reaction,36.44%,-0.3214,"n=1, hit_rate=0.00%, avg_5d=2.24%, similar5_avg_5d=2.24%",
BSX,BSX,yoy_mean (19.04%); search_trends_yoy (11.42%); market_volume_proxy_yoy (3.94%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,76.15%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,-38.03%,market_proxy,65.73%,market_proxy,31.85%,Likely positive post-earnings drift,75.79%,0.3185,"n=1, hit_rate=0.00%, avg_5d=-2.69%, similar5_avg_5d=-2.69%",
SEELQ,SEELQ,yoy_mean (-44.00%); market_price_proxy_yoy (-6.40%); accel_mean (0.00%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.325,proxy_only,0,1,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,-80.00%,market_proxy,,market_proxy,-50.40%,Likely negative post-earnings drift,29.24%,-0.5040,Insufficient historical setups (need outcomes + historical alt data).,
WOR,WOR,news_mentions_yoy (18.00%); yoy_mean (13.80%); market_volume_proxy_yoy (-1.66%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,,wikimedia,100.00%,none,,local_csv,,local_csv,local_csv,local_csv,2.98%,market_proxy,-27.71%,market_proxy,31.21%,Likely positive post-earnings drift,75.82%,0.3121,"n=1, hit_rate=100.00%, avg_5d=1.65%, similar5_avg_5d=1.65%",
FNV,FNV,yoy_mean (20.28%); market_price_proxy_yoy (5.02%); market_volume_proxy_yoy (2.57%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,5.00%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,62.72%,market_proxy,42.88%,market_proxy,30.37%,Likely positive post-earnings drift,76.23%,0.3037,Insufficient historical setups (need outcomes + historical alt data).,
SNAP,SNAP,yoy_mean (17.17%); market_volume_proxy_yoy (7.61%); accel_mean (4.85%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,11.64%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,-44.82%,market_proxy,126.83%,market_proxy,27.79%,Likely positive post-earnings drift,77.70%,0.2779,Insufficient historical setups (need outcomes + historical alt data).,
APH,APH,yoy_mean (21.38%); market_price_proxy_yoy (7.05%); accel_mean (-2.32%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.519,hybrid,1,2,66.67%,,,-0.56%,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,88.07%,market_proxy,29.09%,market_proxy,27.76%,Likely positive post-earnings drift,71.61%,0.2776,"n=1, hit_rate=100.00%, avg_5d=10.80%, similar5_avg_5d=10.80%",
AEM,AEM,yoy_mean (28.19%); market_price_proxy_yoy (7.63%); accel_mean (0.60%),search:wikimedia | news:none | price_proxy:market_proxy | volume_proxy:market_proxy,0.370,proxy_only,0,2,100.00%,,,,wikimedia,,none,,local_csv,,local_csv,local_csv,local_csv,95.37%,market_proxy,7.13%,market_proxy,36.85%,Likely positive post-earnings drift,75.17%,0.3685,Insufficient historical setups (need outcomes + historical alt data).,
