date,ticker,value
2025-05-10,BTU,1
2025-05-10,BXC,1
2025-05-11,CLMT,1
2025-05-12,GAU,1
2025-05-12,GOLD,2
2025-05-13,BACHY,1
2025-05-13,BTU,2
2025-05-13,BXC,1
2025-05-13,CLMT,2
2025-05-13,GOLD,1
2025-05-14,CLMT,1
2025-05-14,GAU,3
2025-05-14,GOLD,3
2025-05-15,BTU,1
2025-05-15,GAU,3
2025-05-15,GOLD,3
2025-05-16,BXC,1
2025-05-16,GAU,2
2025-05-18,CHEF,1
2025-05-19,ARGT,1
2025-05-20,CHEF,1
2025-05-20,GOLD,3
2025-05-21,BTU,1
2025-05-22,BTU,1
2025-05-22,GAU,1
2025-05-23,BACHY,3
2025-05-23,GOLD,1
2025-05-24,BACHY,1
2025-05-24,BXC,1
2025-05-24,CHEF,1
2025-05-26,BACHY,1
2025-05-28,BACHY,2
2025-05-28,BXC,1
2025-05-28,CHEF,2
2025-06-02,BXC,3
2025-06-03,BXC,2
2025-06-04,ARGT,1
2025-06-04,BACHY,1
2025-06-05,BACHY,1
2025-06-06,BTU,1
2025-06-06,CLMT,1
2025-06-09,BTU,1
2025-06-10,BXC,1
2025-06-12,GAU,1
2025-06-13,CLMT,1
2025-06-14,CLMT,1
2025-06-18,ARGT,1
2025-06-18,BACHY,1
2025-06-18,CLMT,1
2025-06-18,GAU,2
2025-06-19,BACHY,1
2025-06-20,BXC,1
2025-06-21,BTU,1
2025-06-22,BACHY,1
2025-06-22,GAU,1
2025-06-23,BTU,1
2025-06-24,BACHY,1
2025-06-24,BXC,1
2025-06-24,CLMT,1
2025-06-25,ARGT,1
2025-06-25,BACHY,1
2025-06-25,BTU,2
2025-06-25,BXC,1
2025-06-26,BACHY,1
2025-06-26,BTU,1
2025-06-26,BXC,1
2025-06-27,BXC,1
2025-06-27,CHEF,1
2025-06-27,GOLD,1
2025-06-29,BACHY,1
2025-06-29,CLMT,2
2025-06-30,ARGT,1
2025-06-30,BACHY,2
2025-06-30,BTU,3
2025-06-30,BXC,1
2025-06-30,CLMT,14
2025-07-01,BTU,1
2025-07-01,BXC,1
2025-07-02,BACHY,1
2025-07-02,BTU,1
2025-07-03,ARGT,1
2025-07-03,BTU,1
2025-07-04,BTU,1
2025-07-07,BACHY,1
2025-07-08,BACHY,1
2025-07-08,BTU,1
2025-07-08,CHEF,1
2025-07-08,GAU,1
2025-07-09,CHEF,2
2025-07-09,GAU,1
2025-07-10,BACHY,1
2025-07-10,CHEF,2
2025-07-11,BACHY,2
2025-07-11,CLMT,1
2025-07-12,ARGT,1
2025-07-12,BTU,1
2025-07-14,BACHY,1
2025-07-14,BTU,2
2025-07-14,GAU,1
2025-07-15,BTU,3
2025-07-16,BXC,1
2025-07-16,CHEF,1
2025-07-17,BTU,1
2025-07-18,BTU,1
2025-07-18,BXC,3
2025-07-18,CHEF,2
2025-07-18,CLMT,1
2025-07-20,BACHY,1
2025-07-21,BXC,1
2025-07-22,BTU,1
2025-07-22,BXC,1
2025-07-22,CHEF,1
2025-07-23,BTU,1
2025-07-23,CHEF,1
2025-07-23,FNV,1
2025-07-24,AOS,11
2025-07-24,BTU,1
2025-07-24,GAU,1
2025-07-25,AOS,6
2025-07-25,BACHY,1
2025-07-25,BTU,2
2025-07-25,BXC,1
2025-07-26,AOS,1
2025-07-27,AOS,2
2025-07-27,CHEF,1
2025-07-27,GAU,1
2025-07-28,AOS,3
2025-07-28,ARGT,2
2025-07-28,BXC,2
2025-07-28,CHEF,1
2025-07-28,CLMT,3
2025-07-29,AOS,1
2025-07-29,BTU,2
2025-07-29,BXC,6
2025-07-30,AOS,1
2025-07-30,BTU,1
2025-07-30,BXC,3
2025-07-30,CHEF,9
2025-07-31,AOS,2
2025-07-31,ARGT,1
2025-07-31,BACHY,1
2025-07-31,BTU,11
2025-07-31,BXC,2
2025-07-31,CHEF,3
2025-08-01,AOS,1
2025-08-01,BXC,3
2025-08-01,FNV,1
2025-08-01,GAU,1
2025-08-02,BTU,1
2025-08-02,CRSP,1
2025-08-04,BACHY,1
2025-08-04,BTU,3
2025-08-04,BXC,1
2025-08-04,CHEF,4
2025-08-04,CLMT,1
2025-08-04,CRSP,3
2025-08-05,AOS,1
2025-08-05,ARGT,1
2025-08-05,CHEF,1
2025-08-05,CRSP,7
2025-08-06,CRSP,1
2025-08-07,BTU,1
2025-08-07,CLMT,1
2025-08-07,CRSP,2
2025-08-08,AOS,2
2025-08-08,BTU,1
2025-08-08,CLMT,5
2025-08-08,FNV,3
2025-08-09,BTU,1
2025-08-10,CLMT,1
2025-08-10,CRSP,1
2025-08-11,BXC,1
2025-08-11,CRSP,1
2025-08-11,FNV,6
2025-08-12,AOS,2
2025-08-12,CHEF,1
2025-08-12,CLMT,1
2025-08-12,CRSP,1
2025-08-12,FNV,7
2025-08-13,CLMT,1
2025-08-13,CRSP,1
2025-08-13,FNV,3
2025-08-13,GAU,4
2025-08-14,AOS,1
2025-08-14,CRSP,2
2025-08-14,FNV,2
2025-08-14,GAU,4
2025-08-15,AOS,2
2025-08-15,CRSP,1
2025-08-15,FNV,1
2025-08-15,GAU,2
2025-08-16,CRSP,1
2025-08-16,FNV,1
2025-08-17,CRSP,2
2025-08-17,GAU,1
2025-08-18,BACHY,1
2025-08-18,CHEF,1
2025-08-18,CRSP,1
2025-08-18,FNV,2
2025-08-19,BTU,9
2025-08-19,CRSP,1
2025-08-19,FNV,1
2025-08-19,GAU,1
2025-08-20,BACHY,1
2025-08-20,BHP,2
2025-08-20,BTU,2
2025-08-20,CHEF,1
2025-08-20,FNV,1
2025-08-20,GAU,1
2025-08-21,BXC,1
2025-08-21,CHEF,1
2025-08-21,CRSP,1
2025-08-21,FNV,1
2025-08-22,CRSP,2
2025-08-22,FNV,2
2025-08-23,FNV,1
2025-08-24,FNV,1
2025-08-25,CRSP,3
2025-08-25,FNV,3
2025-08-26,AOS,1
2025-08-26,BHP,1
2025-08-26,CHEF,1
2025-08-26,CLMT,2
2025-08-27,AOS,2
2025-08-27,BACHY,1
2025-08-27,CHEF,4
2025-08-27,CRSP,1
2025-08-28,AOS,1
2025-08-28,BXC,2
2025-08-28,CHEF,1
2025-08-28,CRSP,2
2025-08-28,FNV,2
2025-08-29,BACHY,1
2025-08-29,BHP,1
2025-08-29,BTU,1
2025-08-29,CRSP,2
2025-08-29,FNV,2
2025-08-29,GAU,1
2025-08-31,CRSP,1
2025-09-01,BACHY,2
2025-09-02,ARGT,1
2025-09-02,BTU,1
2025-09-02,CRSP,2
2025-09-02,FNV,1
2025-09-03,BTU,2
2025-09-03,CLMT,1
2025-09-03,CRSP,1
2025-09-04,ARGT,1
2025-09-04,CHEF,1
2025-09-05,CLMT,1
2025-09-05,FNV,1
2025-09-06,BTU,1
2025-09-07,FNV,1
2025-09-08,ARGT,3
2025-09-08,FNV,1
2025-09-09,AOS,1
2025-09-09,ARGT,2
2025-09-09,BHP,1
2025-09-09,BTU,1
2025-09-09,CRSP,4
2025-09-09,FNV,1
2025-09-10,AOS,1
2025-09-10,BACHY,1
2025-09-10,BTU,2
2025-09-10,CLMT,1
2025-09-10,FNV,3
2025-09-10,GAU,1
2025-09-11,ARGT,1
2025-09-11,BACHY,1
2025-09-11,BHP,1
2025-09-11,CRSP,2
2025-09-11,FNV,2
2025-09-12,ARGT,1
2025-09-12,BHP,2
2025-09-12,CHEF,1
2025-09-12,CRSP,1
2025-09-13,BHP,1
2025-09-13,BTU,1
2025-09-13,CRSP,1
2025-09-14,FNV,2
2025-09-15,AOS,1
2025-09-15,BHP,2
2025-09-15,BTU,1
2025-09-15,BXC,1
2025-09-15,FNV,1
2025-09-16,ARGT,1
2025-09-16,BHP,1
2025-09-16,FNV,2
2025-09-16,GAU,1
2025-09-17,BHP,5
2025-09-17,CRSP,3
2025-09-17,FNV,1
2025-09-18,AOS,1
2025-09-18,BACHY,1
2025-09-18,BHP,4
2025-09-18,CRSP,4
2025-09-18,GAU,1
2025-09-19,BHP,5
2025-09-19,BTU,4
2025-09-19,FNV,4
2025-09-19,GOLD,1
2025-09-20,AOS,1
2025-09-20,BHP,1
2025-09-20,BTU,1
2025-09-22,ARGT,7
2025-09-22,CRSP,2
2025-09-23,ARGT,3
2025-09-23,CRSP,2
2025-09-23,FNV,2
2025-09-23,GAU,1
2025-09-24,AOS,1
2025-09-24,ARGT,3
2025-09-24,BACHY,2
2025-09-24,FNV,2
2025-09-25,AOS,1
2025-09-25,ARGT,1
2025-09-25,BHP,1
2025-09-25,BTU,2
2025-09-26,ARGT,2
2025-09-26,BTU,1
2025-09-26,BXC,1
2025-09-26,CHEF,1
2025-09-26,FNV,1
2025-09-27,AOS,2
2025-09-27,BHP,1
2025-09-27,FNV,1
2025-09-28,BHP,2
2025-09-29,BTU,4
2025-09-29,CHEF,1
2025-09-30,AOS,1
2025-09-30,ARGT,2
2025-09-30,BHP,2
2025-09-30,BXC,1
2025-09-30,CRSP,1
2025-09-30,FNV,1
2025-10-01,BHP,1
2025-10-01,BTU,1
2025-10-01,CRSP,4
2025-10-01,GAU,1
2025-10-02,AOS,1
2025-10-02,ARGT,2
2025-10-02,BACHY,1
2025-10-02,BHP,1
2025-10-02,CHEF,1
2025-10-02,CRSP,2
2025-10-02,FNV,3
2025-10-02,GAU,2
2025-10-03,AOS,2
2025-10-03,ATI,1
2025-10-03,BTU,4
2025-10-03,CRSP,2
2025-10-03,GOLD,1
2025-10-04,BTU,2
2025-10-06,AOS,2
2025-10-06,ATI,1
2025-10-06,BTU,3
2025-10-06,EEM,1
2025-10-06,FNV,3
2025-10-06,GAU,2
2025-10-07,AOS,3
2025-10-07,ATI,2
2025-10-07,GAU,2
2025-10-08,AOS,2
2025-10-08,BHP,2
2025-10-08,BTU,1
2025-10-08,CRSP,4
2025-10-08,EEM,1
2025-10-08,FNV,2
2025-10-08,GAU,2
2025-10-09,AOS,1
2025-10-09,ARGT,4
2025-10-09,ATI,4
2025-10-09,CRSP,4
2025-10-09,EEM,1
2025-10-09,GAU,2
2025-10-10,AOS,1
2025-10-10,ARGT,1
2025-10-10,ATI,1
2025-10-10,BHP,3
2025-10-10,CRSP,3
2025-10-10,EEM,1
2025-10-10,FNV,1
2025-10-10,GAU,1
2025-10-11,EEM,1
2025-10-11,FNV,3
2025-10-11,GOLD,1
2025-10-12,AOS,1
2025-10-12,CRSP,1
2025-10-13,AOS,6
2025-10-13,ARGT,1
2025-10-13,BHP,3
2025-10-13,CRSP,2
2025-10-13,FNV,1
2025-10-14,AOS,3
2025-10-14,ARGT,8
2025-10-14,ATI,1
2025-10-14,BACHY,1
2025-10-14,BHP,8
2025-10-14,BXC,1
2025-10-14,EEM,2
2025-10-14,EPAM,2
2025-10-14,FNV,1
2025-10-14,GAU,1
2025-10-15,AOS,2
2025-10-15,ARGT,3
2025-10-15,ATI,1
2025-10-15,CHEF,1
2025-10-15,CRSP,2
2025-10-15,EEM,2
2025-10-15,EPAM,1
2025-10-15,FNV,3
2025-10-15,GAU,1
2025-10-16,AOS,1
2025-10-16,ARGT,1
2025-10-16,BHP,3
2025-10-16,CRSP,1
2025-10-16,CTVA,3
2025-10-16,EEM,3
2025-10-16,EPAM,1
2025-10-16,FFIV,3
2025-10-16,FNV,7
2025-10-16,GAU,1
2025-10-17,BACHY,1
2025-10-17,BHP,2
2025-10-17,CRSP,2
2025-10-17,CTVA,1
2025-10-17,EEM,1
2025-10-17,EPAM,1
2025-10-17,FNV,2
2025-10-17,GAU,1
2025-10-18,BHP,1
2025-10-18,FFIV,1
2025-10-19,AOS,1
2025-10-19,CTVA,1
2025-10-19,FFIV,1
2025-10-20,ARGT,1
2025-10-20,BHP,1
2025-10-20,EEM,1
2025-10-20,FFIV,1
2025-10-20,FNV,1
2025-10-20,GAU,2
2025-10-21,AOS,2
2025-10-21,ARGT,3
2025-10-21,ATI,1
2025-10-21,BHP,4
2025-10-21,BTU,1
2025-10-21,CRSP,1
2025-10-21,CTVA,2
2025-10-21,EEM,2
2025-10-21,EPAM,6
2025-10-21,FFIV,1
2025-10-22,BHP,1
2025-10-22,CLMT,1
2025-10-22,CTVA,3
2025-10-22,EEM,2
2025-10-22,EPAM,4
2025-10-22,FFIV,2
2025-10-22,FNV,1
2025-10-22,GAU,1
2025-10-23,AOS,1
2025-10-23,ARGT,1
2025-10-23,BHP,5
2025-10-23,BTU,1
2025-10-23,EEM,3
2025-10-23,EPAM,5
2025-10-23,FFIV,2
2025-10-23,FNV,2
2025-10-24,AOS,3
2025-10-24,BHP,1
2025-10-24,CLMT,1
2025-10-24,CRSP,2
2025-10-24,CTVA,3
2025-10-24,EEM,1
2025-10-24,EPAM,2
2025-10-24,FFIV,2
2025-10-24,FNV,1
2025-10-24,GOLD,1
2025-10-25,BTU,1
2025-10-25,FFIV,2
2025-10-26,BACHY,1
2025-10-26,CLMT,1
2025-10-26,FFIV,2
2025-10-27,AOS,2
2025-10-27,ARGT,12
2025-10-27,BHP,1
2025-10-27,BTU,1
2025-10-27,CHEF,2
2025-10-27,CLMT,1
2025-10-27,CRSP,2
2025-10-27,CTVA,1
2025-10-27,EEM,2
2025-10-27,EPAM,1
2025-10-27,FFIV,15
2025-10-27,FNV,1
2025-10-27,GOLD,1
2025-10-28,AEM,2
2025-10-28,AOS,15
2025-10-28,ARGT,1
2025-10-28,ATI,16
2025-10-28,BHP,3
2025-10-28,BTU,1
2025-10-28,CHEF,1
2025-10-28,CRSP,3
2025-10-28,CTVA,1
2025-10-28,EEM,1
2025-10-28,EPAM,2
2025-10-28,FFIV,24
2025-10-29,AEM,4
2025-10-29,AOS,4
2025-10-29,ARGT,1
2025-10-29,ATI,5
2025-10-29,BHP,4
2025-10-29,CHEF,8
2025-10-29,CRSP,2
2025-10-29,CTVA,2
2025-10-29,EEM,1
2025-10-29,EPAM,1
2025-10-29,FFIV,2
2025-10-29,FNV,2
2025-10-29,GAU,1
2025-10-30,AEM,3
2025-10-30,AOS,2
2025-10-30,ATI,2
2025-10-30,BACHY,1
2025-10-30,BHP,5
2025-10-30,BTU,6
2025-10-30,CHEF,3
2025-10-30,CTVA,6
2025-10-30,EEM,2
2025-10-30,EPAM,1
2025-10-30,FFIV,1
2025-10-30,GAU,1
2025-10-31,AEM,1
2025-10-31,AOS,2
2025-10-31,ARGT,1
2025-10-31,ATI,2
2025-10-31,BHP,2
2025-10-31,BTU,6
2025-10-31,BXC,1
2025-10-31,CHEF,1
2025-10-31,CTVA,1
2025-10-31,EEM,1
2025-10-31,EPAM,4
2025-10-31,FFIV,1
2025-10-31,FNV,1
2025-11-01,AOS,2
2025-11-02,ARGT,1
2025-11-02,ATI,1
2025-11-02,BACHY,1
2025-11-02,BHP,1
2025-11-02,BTU,1
2025-11-02,CTVA,1
2025-11-02,EEM,2
2025-11-02,FFIV,2
2025-11-03,ARGT,1
2025-11-03,BHP,2
2025-11-03,BTU,1
2025-11-03,BXC,2
2025-11-03,CRSP,4
2025-11-03,CTVA,1
2025-11-03,EEM,1
2025-11-03,EPAM,4
2025-11-03,FFIV,2
2025-11-03,FNV,2
2025-11-03,GAU,1
2025-11-04,AEM,1
2025-11-04,AOS,4
2025-11-04,ATI,1
2025-11-04,BHP,1
2025-11-04,BTU,1
2025-11-04,BXC,5
2025-11-04,CLMT,1
2025-11-04,CRSP,2
2025-11-04,CTVA,11
2025-11-04,EEM,1
2025-11-04,FNV,4
2025-11-05,ARGT,1
2025-11-05,ATI,1
2025-11-05,BHP,1
2025-11-05,BXC,2
2025-11-05,COR,2
2025-11-05,CRSP,2
2025-11-05,CTVA,7
2025-11-05,EEM,1
2025-11-05,EPAM,3
2025-11-05,FFIV,1
2025-11-05,FNV,4
2025-11-06,AEM,5
2025-11-06,AOS,1
2025-11-06,BXC,1
2025-11-06,CHEF,3
2025-11-06,CLMT,1
2025-11-06,COR,6
2025-11-06,CRSP,1
2025-11-06,CTVA,2
2025-11-06,EEM,3
2025-11-06,EPAM,15
2025-11-06,FFIV,3
2025-11-06,FNV,3
2025-11-06,GAU,4
2025-11-07,AEM,4
2025-11-07,CLMT,5
2025-11-07,COR,3
2025-11-07,CRSP,1
2025-11-07,EEM,1
2025-11-07,EPAM,3
2025-11-07,FFIV,1
2025-11-07,GAU,2
2025-11-08,AOS,1
2025-11-08,ATI,1
2025-11-08,COR,3
2025-11-08,CRSP,3
2025-11-08,EPAM,2
2025-11-08,GAU,2
2025-11-09,ATI,1
2025-11-09,CRSP,1
2025-11-09,FFIV,1
2025-11-09,FNV,1
2025-11-09,GAU,1
2025-11-10,AEM,7
2025-11-10,APTV,1
2025-11-10,BXC,1
2025-11-10,CLMT,2
2025-11-10,COR,2
2025-11-10,CRSP,6
2025-11-10,CTVA,1
2025-11-10,EEM,2
2025-11-10,EPAM,3
2025-11-10,FNV,1
2025-11-10,GOLD,1
2025-11-11,AEM,1
2025-11-11,APTV,4
2025-11-11,BACHY,1
2025-11-11,BHP,1
2025-11-11,BTU,1
2025-11-11,BXC,1
2025-11-11,CLMT,1
2025-11-11,COR,4
2025-11-11,CRSP,6
2025-11-11,CTVA,5
2025-11-11,EEM,1
2025-11-11,EPAM,3
2025-11-11,FNV,1
2025-11-11,GAU,1
2025-11-12,AEM,3
2025-11-12,AOS,4
2025-11-12,APTV,1
2025-11-12,BHP,1
2025-11-12,BXC,1
2025-11-12,CLMT,1
2025-11-12,COR,5
2025-11-12,CRSP,4
2025-11-12,EEM,4
2025-11-12,FFIV,3
2025-11-12,FNV,1
2025-11-12,GAU,1
2025-11-13,AEM,5
2025-11-13,AOS,2
2025-11-13,ARGT,2
2025-11-13,ATI,5
2025-11-13,BHP,1
2025-11-13,CLMT,1
2025-11-13,CRSP,1
2025-11-13,CTVA,1
2025-11-13,DXCM,4
2025-11-13,EEM,1
2025-11-13,EPAM,2
2025-11-13,FNV,1
2025-11-13,GAU,1
2025-11-14,AEM,3
2025-11-14,AOS,1
2025-11-14,APTV,1
2025-11-14,ARGT,1
2025-11-14,ATI,1
2025-11-14,B,4
2025-11-14,BHP,3
2025-11-14,CLMT,1
2025-11-14,COR,1
2025-11-14,DXCM,2
2025-11-14,FFIV,2
2025-11-14,FNV,2
2025-11-14,GAU,1
2025-11-15,AEM,1
2025-11-15,B,1
2025-11-15,BHP,1
2025-11-15,CHEF,1
2025-11-15,DXCM,1
2025-11-15,FFIV,1
2025-11-16,AEM,1
2025-11-16,APTV,1
2025-11-16,B,1
2025-11-16,BHP,1
2025-11-16,COR,1
2025-11-17,AEM,5
2025-11-17,AOS,1
2025-11-17,ATI,1
2025-11-17,B,4
2025-11-17,BTU,2
2025-11-17,COR,2
2025-11-17,CRSP,3
2025-11-17,DXCM,1
2025-11-17,EEM,1
2025-11-17,EPAM,2
2025-11-17,FNV,3
2025-11-17,GAU,2
2025-11-18,AEM,1
2025-11-18,AOS,2
2025-11-18,ATI,2
2025-11-18,B,5
2025-11-18,BHP,3
2025-11-18,CHEF,1
2025-11-18,COR,1
2025-11-18,CTVA,1
2025-11-18,DXCM,1
2025-11-18,EEM,1
2025-11-18,EPAM,2
2025-11-18,FFIV,2
2025-11-19,APTV,3
2025-11-19,ATI,1
2025-11-19,BHP,1
2025-11-19,CHEF,1
2025-11-19,CLMT,1
2025-11-19,CTVA,1
2025-11-19,DXCM,2
2025-11-19,EEM,1
2025-11-19,FFIV,2
2025-11-19,FNV,1
2025-11-20,AEM,2
2025-11-20,AOS,1
2025-11-20,APTV,2
2025-11-20,B,1
2025-11-20,BHP,1
2025-11-20,BTU,1
2025-11-20,DXCM,4
2025-11-20,EPAM,2
2025-11-20,FFIV,1
2025-11-20,FNV,3
2025-11-20,GAU,1
2025-11-21,AEM,1
2025-11-21,AOS,1
2025-11-21,ATI,1
2025-11-21,B,2
2025-11-21,BACHY,1
2025-11-21,BHP,1
2025-11-21,BXC,1
2025-11-21,COR,2
2025-11-21,CRSP,2
2025-11-21,CTVA,2
2025-11-21,DXCM,2
2025-11-21,FFIV,1
2025-11-21,FNV,1
2025-11-22,EFX,1
2025-11-23,BACHY,1
2025-11-23,BHP,2
2025-11-23,CRSP,1
2025-11-23,DXCM,1
2025-11-24,AEM,1
2025-11-24,APTV,2
2025-11-24,ATI,1
2025-11-24,B,7
2025-11-24,BACHY,2
2025-11-24,BHP,8
2025-11-24,BTU,1
2025-11-24,BXC,1
2025-11-24,COR,1
2025-11-24,CTVA,1
2025-11-24,EEM,1
2025-11-24,EPAM,3
2025-11-24,FFIV,1
2025-11-24,FNV,5
2025-11-24,GAU,1
2025-11-25,AEM,1
2025-11-25,APTV,1
2025-11-25,B,5
2025-11-25,BHP,5
2025-11-25,CRSP,2
2025-11-25,CTVA,1
2025-11-25,DXCM,6
2025-11-25,EPAM,1
2025-11-25,FNV,3
2025-11-25,GAU,1
2025-11-26,AEM,2
2025-11-26,APTV,1
2025-11-26,B,2
2025-11-26,BHP,4
2025-11-26,COR,1
2025-11-26,CRSP,1
2025-11-26,CTVA,1
2025-11-26,DXCM,2
2025-11-26,EFX,1
2025-11-26,EPAM,2
2025-11-26,FFIV,1
2025-11-26,FNV,1
2025-11-26,GAU,1
2025-11-27,AEM,1
2025-11-27,APTV,1
2025-11-27,ATI,1
2025-11-27,B,2
2025-11-27,BHP,2
2025-11-27,COR,3
2025-11-27,CRSP,1
2025-11-27,DXCM,1
2025-11-27,EEM,1
2025-11-27,EFX,1
2025-11-27,EME,2
2025-11-27,FNV,1
2025-11-27,GAU,1
2025-11-28,B,2
2025-11-28,BHP,2
2025-11-28,CHEF,1
2025-11-28,COR,1
2025-11-28,CRSP,2
2025-11-28,CTVA,1
2025-11-28,DXCM,2
2025-11-28,EME,1
2025-11-28,GAU,1
2025-11-29,AOS,1
2025-11-29,ARGT,1
2025-11-29,CRSP,3
2025-11-29,EEM,1
2025-11-29,FNV,1
2025-11-30,AEM,1
2025-11-30,B,1
2025-11-30,CTVA,1
2025-12-01,AEM,1
2025-12-01,AOS,1
2025-12-01,APTV,1
2025-12-01,ATI,1
2025-12-01,B,2
2025-12-01,BHP,8
2025-12-01,BXC,1
2025-12-01,COR,1
2025-12-01,CRSP,1
2025-12-01,CTVA,1
2025-12-01,DXCM,2
2025-12-01,EEM,2
2025-12-01,EFX,1
2025-12-01,EME,1
2025-12-01,EPAM,1
2025-12-01,FFIV,2
2025-12-01,FNV,1
2025-12-01,GAU,1
2025-12-02,AEM,3
2025-12-02,AOS,1
2025-12-02,B,3
2025-12-02,CHEF,1
2025-12-02,COR,3
2025-12-02,CRSP,1
2025-12-02,DXCM,5
2025-12-02,EEM,2
2025-12-02,EFX,1
2025-12-02,EPAM,1
2025-12-02,FFIV,1
2025-12-02,FNV,2
2025-12-02,GOLD,1
2025-12-03,AOS,1
2025-12-03,APTV,2
2025-12-03,ARGT,1
2025-12-03,ATI,1
2025-12-03,B,2
2025-12-03,CHEF,1
2025-12-03,COR,5
2025-12-03,CRSP,1
2025-12-03,DXCM,3
2025-12-03,EEM,2
2025-12-03,EME,5
2025-12-03,EPAM,1
2025-12-03,FNV,2
2025-12-04,AOS,2
2025-12-04,APTV,2
2025-12-04,ATI,2
2025-12-04,BTU,1
2025-12-04,CLMT,2
2025-12-04,CRSP,1
2025-12-04,CTVA,2
2025-12-04,DXCM,4
2025-12-04,EEM,1
2025-12-04,EFX,6
2025-12-04,EME,2
2025-12-04,EPAM,2
2025-12-04,FNV,1
2025-12-04,GOLD,1
2025-12-05,AEM,1
2025-12-05,AOS,1
2025-12-05,APTV,1
2025-12-05,CHEF,1
2025-12-05,COR,1
2025-12-05,DXCM,2
2025-12-05,EEM,2
2025-12-05,EME,1
2025-12-05,FFIV,2
2025-12-05,FNV,2
2025-12-06,CTVA,1
2025-12-06,EFX,1
2025-12-06,FFIV,1
2025-12-06,GOLD,1
2025-12-07,AOS,2
2025-12-07,APTV,1
2025-12-07,BTU,1
2025-12-07,CRSP,1
2025-12-08,AEM,6
2025-12-08,AOS,1
2025-12-08,APTV,1
2025-12-08,ATI,3
2025-12-08,B,3
2025-12-08,BHP,1
2025-12-08,BTU,1
2025-12-08,COR,1
2025-12-08,CRSP,1
2025-12-08,CTVA,2
2025-12-08,DXCM,2
2025-12-08,EEM,2
2025-12-08,EFX,3
2025-12-08,EME,1
2025-12-08,FNV,1
2025-12-08,GOLD,1
2025-12-09,AEM,7
2025-12-09,APTV,4
2025-12-09,B,7
2025-12-09,BACHY,1
2025-12-09,BHP,2
2025-12-09,CHEF,1
2025-12-09,CLMT,1
2025-12-09,COR,2
2025-12-09,CRSP,2
2025-12-09,CTVA,3
2025-12-09,DXCM,3
2025-12-09,EFX,2
2025-12-09,EME,1
2025-12-09,EPAM,7
2025-12-09,FFIV,4
2025-12-09,GOLD,2
2025-12-10,AEM,8
2025-12-10,APTV,4
2025-12-10,B,2
2025-12-10,BACHY,1
2025-12-10,CMI,3
2025-12-10,COR,2
2025-12-10,CRSP,1
2025-12-10,DXCM,2
2025-12-10,EEM,2
2025-12-10,EFX,2
2025-12-10,EME,2
2025-12-10,EPAM,2
2025-12-10,FFIV,3
2025-12-10,FNV,2
2025-12-11,AEM,5
2025-12-11,AOS,1
2025-12-11,APTV,3
2025-12-11,ATI,7
2025-12-11,B,3
2025-12-11,BACHY,1
2025-12-11,CLMT,1
2025-12-11,CMI,2
2025-12-11,DXCM,4
2025-12-11,EME,3
2025-12-11,EPAM,2
2025-12-11,FNV,1
2025-12-12,ARGT,1
2025-12-12,ATI,2
2025-12-12,B,3
2025-12-12,BACHY,1
