as_of_date,opened_date,closed_date,status,close_reason,symbol,entry_price,last_price,days_open,expected_alpha_20d_pct,expected_alpha_90d_pct,expected_alpha_to_date_pct,realized_return_pct,alpha_vs_expected_pct,source_file
2026-03-23,2026-03-08,,OPEN,,PLTR,157.1600,150.6800,15,1.09,2.53,0.8175,-4.1232,-4.9407,2026-03-07-final-top5.csv
2026-03-23,2026-03-08,,OPEN,,APP,502.1400,442.3900,15,0.96,2.23,0.7200,-11.8991,-12.6191,2026-03-07-final-top5.csv
2026-03-23,2026-03-08,,OPEN,,NEM,116.2900,95.8000,15,0.84,1.96,0.6300,-17.6197,-18.2497,2026-03-07-final-top5.csv
2026-03-23,2026-03-08,,OPEN,,FIX,1279.0600,1356.7500,15,0.77,1.8,0.5775,6.0740,5.4965,2026-03-07-final-top5.csv
2026-03-23,2026-03-08,,OPEN,,TTD,29.2800,24.1100,15,0.49,1.15,0.3675,-17.6571,-18.0246,2026-03-07-final-top5.csv
2026-03-23,2026-03-16,,OPEN,,NVDA,180.2500,172.7000,7,2.26,5.27,0.7910,-4.1886,-4.9796,2026-03-16-final-top5.csv
