as_of_date,opened_date,closed_date,status,close_reason,symbol,entry_price,last_price,days_open,expected_alpha_20d_pct,expected_alpha_90d_pct,expected_alpha_to_date_pct,realized_return_pct,alpha_vs_expected_pct,source_file
2026-03-13,2026-03-08,,OPEN,,PLTR,157.1600,153.5000,5,1.09,2.53,0.2725,-2.3288,-2.6013,2026-03-07-final-top5.csv
2026-03-13,2026-03-08,,OPEN,,APP,502.1400,449.3300,5,0.96,2.23,0.2400,-10.5170,-10.7570,2026-03-07-final-top5.csv
2026-03-13,2026-03-08,,OPEN,,NEM,116.2900,114.4800,5,0.84,1.96,0.2100,-1.5565,-1.7665,2026-03-07-final-top5.csv
2026-03-13,2026-03-08,,OPEN,,FIX,1279.0600,1373.7600,5,0.77,1.8,0.1925,7.4039,7.2114,2026-03-07-final-top5.csv
2026-03-13,2026-03-08,,OPEN,,TTD,29.2800,26.5250,5,0.49,1.15,0.1225,-9.4092,-9.5317,2026-03-07-final-top5.csv
