as_of_date,opened_date,closed_date,status,close_reason,symbol,entry_price,last_price,days_open,expected_alpha_20d_pct,expected_alpha_90d_pct,expected_alpha_to_date_pct,realized_return_pct,alpha_vs_expected_pct,source_file
2026-03-10,2026-03-08,,OPEN,,PLTR,157.1600,156.4300,2,1.09,2.53,0.1090,-0.4645,-0.5735,2026-03-07-final-top5.csv
2026-03-10,2026-03-08,,OPEN,,APP,502.1400,517.2300,2,0.96,2.23,0.0960,3.0051,2.9091,2026-03-07-final-top5.csv
2026-03-10,2026-03-08,,OPEN,,NEM,116.2900,116.9600,2,0.84,1.96,0.0840,0.5761,0.4921,2026-03-07-final-top5.csv
2026-03-10,2026-03-08,,OPEN,,FIX,1279.0600,1372.4000,2,0.77,1.8,0.0770,7.2975,7.2205,2026-03-07-final-top5.csv
2026-03-10,2026-03-08,,OPEN,,TTD,29.2800,28.5600,2,0.49,1.15,0.0490,-2.4590,-2.5080,2026-03-07-final-top5.csv
